specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/samgarza/Dropbox/COS-HolesHSTdata/J0246-3007/J0246-3007_nbin3_allvisits_jwnorm.fits|1548.204|0.00422|14.211|0.053|54.1|7.973|18.21|5.687|2|2|2|-71.0328|71.0328|1554.3656662646183|1555.0993289179412|4671|4691|0.00428|C IV|a|-- 
/Users/samgarza/Dropbox/COS-HolesHSTdata/J0246-3007/J0246-3007_nbin3_allvisits_jwnorm.fits|1550.781|0.00422|14.211|0.0|54.1|0.0|18.21|0.0|2|2|2|-71.0328|71.0328|1556.9529224155933|1557.6878062572464|4741|4761|0.00428|C IV|a|-- 
