specfile|restwave|zsys|col|bval|vel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|z_comp|trans|rely|comment
J1249+4122_nbin3_jwnorm.fits|1548.20400|-0.00007936|14.1300|33.3000|0.0000|2|2|2|-63.7031|63.7031|1547.75221|1548.41012|-0.00007936|CIV|a|
J1249+4122_nbin3_jwnorm.fits|1550.78100|-0.00007936|14.1300|33.3000|0.0000|2|2|2|-63.7031|63.7031|1550.32846|1550.98746|-0.00007936|CIV|a|
J1249+4122_nbin3_jwnorm.fits|1548.20400|0.00051561|13.8300|27.3000|0.0000|3|3|3|-52.7826|52.7826|1548.72957|1549.27502|0.00051561|CIV|b|
J1249+4122_nbin3_jwnorm.fits|1550.78100|0.00051561|13.8300|27.3000|0.0000|3|3|3|-52.7826|52.7826|1551.30745|1551.85380|0.00051561|CIV|b|
J1249+4122_nbin3_jwnorm.fits|1548.20400|0.00074025|13.3800|10.0000|0.0000|4|4|4|-23.6612|23.6612|1549.22777|1549.47234|0.00074025|CIV|c|
J1249+4122_nbin3_jwnorm.fits|1550.78100|0.00074025|13.3800|10.0000|0.0000|4|4|4|-23.6612|23.6612|1551.80648|1552.05145|0.00074025|CIV|c|
J1249+4122_nbin3_jwnorm.fits|1548.20400|0.00114398|13.8600|29.0000|0.0000|5|5|5|-86.4542|86.4542|1549.52819|1550.42216|0.00114398|CIV|b|
J1249+4122_nbin3_jwnorm.fits|1550.78100|0.00114398|13.8600|29.0000|0.0000|5|5|5|-86.4542|86.4542|1552.10740|1553.00285|0.00114398|CIV|b|
