#R/R200 median 16percentile 84percentile lowparam highparam  
0.000e+00 14.71 13.68 15.32 5.52 10.72 3049
7.143e-02 14.48 13.29 14.96 5.52 10.72 3049
1.429e-01 14.26 12.09 14.79 5.52 10.72 3049
2.143e-01 14.05 11.50 14.65 5.52 10.72 3049
2.857e-01 13.78 11.21 14.51 5.52 10.72 3049
3.571e-01 13.52 11.09 14.41 5.52 10.72 3049
4.286e-01 13.44 11.12 14.33 5.52 10.72 3049
5.000e-01 13.31 11.23 14.24 5.52 10.72 3049
5.714e-01 13.34 11.50 14.18 5.52 10.72 3049
6.429e-01 13.34 11.76 14.12 5.52 10.72 3049
7.143e-01 13.35 11.96 14.06 5.52 10.72 3049
7.857e-01 13.24 12.00 13.99 5.52 10.72 3049
8.571e-01 13.09 11.83 13.93 5.52 10.72 3049
9.286e-01 12.89 11.21 13.76 5.52 10.72 3049
1.000e+00 12.63  8.20 13.90 5.52 10.72 3049
