#R/R200 median 16percentile 84percentile lowparam highparam  
0.000e+00 14.13 13.49 14.60 7.10 9.60  996
7.143e-02 13.97 13.11 14.42 7.10 9.60  996
1.429e-01 13.80 12.80 14.29 7.10 9.60  996
2.143e-01 13.66 12.46 14.20 7.10 9.60  996
2.857e-01 13.54 12.30 14.15 7.10 9.60  996
3.571e-01 13.46 12.16 14.11 7.10 9.60  996
4.286e-01 13.36 11.99 14.01 7.10 9.60  996
5.000e-01 13.28 11.72 13.98 7.10 9.60  996
5.714e-01 13.04 11.49 13.85 7.10 9.60  996
6.429e-01 12.82 11.27 13.77 7.10 9.60  996
7.143e-01 12.52 10.68 13.55 7.10 9.60  996
7.857e-01 12.15  9.57 13.52 7.10 9.60  996
8.571e-01 10.96  6.00 12.18 7.10 9.60  996
9.286e-01  5.76  5.74  5.78 7.10 9.60  996
1.000e+00  5.91  5.87  5.94 7.10 9.60  996
