#R/R200 median 16percentile 84percentile lowparam highparam  
0.000e+00 14.19 13.66 14.57 4.60 9.60 1993
7.143e-02 14.06 13.40 14.46 4.60 9.60 1993
1.429e-01 13.90 13.13 14.34 4.60 9.60 1993
2.143e-01 13.74 12.85 14.23 4.60 9.60 1993
2.857e-01 13.62 12.61 14.16 4.60 9.60 1993
3.571e-01 13.52 12.35 14.08 4.60 9.60 1993
4.286e-01 13.40 12.29 14.03 4.60 9.60 1993
5.000e-01 13.33 12.15 13.99 4.60 9.60 1993
5.714e-01 13.25 12.05 13.92 4.60 9.60 1993
6.429e-01 13.12 11.96 13.82 4.60 9.60 1993
7.143e-01 12.97 11.81 13.71 4.60 9.60 1993
7.857e-01 12.85 11.69 13.63 4.60 9.60 1993
8.571e-01 12.68 11.34 13.48 4.60 9.60 1993
9.286e-01 12.51 11.01 13.42 4.60 9.60 1993
1.000e+00 11.31  6.18 12.93 4.60 9.60 1993
