#R/R200 median 16percentile 84percentile lowparam highparam  
0.000e+00 15.04 14.55 15.64 5.52 8.12 1536
7.143e-02 14.73 14.27 15.10 5.52 8.12 1536
1.429e-01 14.55 14.01 14.90 5.52 8.12 1536
2.143e-01 14.39 13.69 14.76 5.52 8.12 1536
2.857e-01 14.22 13.35 14.63 5.52 8.12 1536
3.571e-01 14.04 13.07 14.54 5.52 8.12 1536
4.286e-01 13.90 12.80 14.40 5.52 8.12 1536
5.000e-01 13.75 12.65 14.33 5.52 8.12 1536
5.714e-01 13.63 12.51 14.23 5.52 8.12 1536
6.429e-01 13.51 12.37 14.14 5.52 8.12 1536
7.143e-01 13.36 12.22 14.07 5.52 8.12 1536
7.857e-01 13.30 12.07 13.99 5.52 8.12 1536
8.571e-01 13.18 11.85 13.89 5.52 8.12 1536
9.286e-01 13.08 10.94 13.83 5.52 8.12 1536
1.000e+00 12.65 10.07 13.64 5.52 8.12 1536
