specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment 
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1235+1123/J1235+1123_nbin3_method1_jwnorm.fits|1548.204|7e-05|14.425|0.038|59.502|5.395|-10.91|4.207|2|2|2|-128.0163|128.0163|1547.6583565359554|1548.980573572684|4488|4524|4e-05|C IV|b|-- 
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1235+1123/J1235+1123_nbin3_method1_jwnorm.fits|1550.781|7e-05|14.425|0.0|59.502|0.0|-10.91|0.0|2|2|2|-128.0163|128.0163|1550.2344483073196|1551.55886618664|4558|4594|4e-05|C IV|b|-- 
