#  ID   M200  MStar   lg_SSFR   MBH   fgas Kappa j  
 1141 12.142 10.538  -10.421  7.176  0.150 0.692 0
 4086 11.445  9.509  -10.243  5.964  0.131 0.263 0
 1739 11.933 10.155  -11.890  7.414  0.051 0.169 0
 2651 11.607  9.837  -9.930  6.359  0.282 0.492 0
 4598 11.385  9.818  -10.102  5.620  0.198 0.408 0
 1000 11.829 10.055  -9.980  6.441  0.379 0.611 0
  353 12.714 10.577  -10.147  8.091  0.264 0.351 0
  297 12.733 10.828  -10.097  7.999  0.541 0.595 0
   62 13.379 11.288  -10.729  8.621  0.700 0.177 0
 4245 11.492  9.600  -10.261  6.108  0.079 0.432 0
  753 12.392 10.748  -11.584  7.938  0.076 0.426 0
  762 12.361 10.691  -13.000  7.912  0.080 0.297 0
 2797 11.601  9.191  -9.860  5.563  0.260 0.273 0
  894 12.302 10.686  -12.393  7.657  0.064 0.344 0
   31 13.409 11.177  -11.415  8.741  0.755 0.162 0
  571 12.240 10.143  -11.693  7.676  0.215 0.157 0
  599 12.481 10.766  -13.000  7.954  0.155 0.302 0
 3731 11.444  9.692  -10.434  5.588  0.297 0.529 0
 1830 11.912 10.133  -10.092  6.393  0.192 0.409 0
  974 12.189 10.398  -10.717  7.240  0.241 0.577 0
 1317 11.979 10.111  -10.090  7.214  0.205 0.177 0
  688 12.424 10.710  -13.000  8.104  0.052 0.251 0
 2195 11.751 10.154  -10.121  6.458  0.257 0.460 0
 7168 11.220  9.578  -10.580  5.972  0.018 0.362 0
 4109 11.433  9.670  -9.922  5.631  0.327 0.618 0
 1398 11.952 10.232  -10.141  6.399  0.360 0.583 0
 3737 11.503  9.956  -10.426  6.026  0.128 0.565 0
 1668 11.905 10.238  -10.378  6.727  0.161 0.519 0
  414 12.584 10.638  -11.843  7.890  0.326 0.303 0
 2106 11.790 10.167  -10.055  5.774  0.218 0.682 0
 2103 11.824  9.866  -10.000  6.063  0.162 0.265 0
   35 13.592 11.265  -10.404  8.590  0.772 0.219 0
 3277 11.617  9.721  -10.728  6.503  0.050 0.177 0
 2831 11.664  9.881  -10.226  5.965  0.163 0.598 0
   68 13.301 11.239  -11.530  7.965  0.554 0.250 0
 5076 11.378  9.604  -10.097  5.892  0.135 0.595 0
 4063 11.408  9.837  -10.221  5.500  0.104 0.600 0
 2882 11.654  9.830  -10.294  6.378  0.217 0.416 0
 2689 11.653  9.859  -10.390  5.710  0.114 0.529 0
 3281 11.585 10.025  -10.502  5.817  0.129 0.480 0
 2984 11.606 10.030  -10.348  6.093  0.250 0.328 0
 3612 11.523  9.736  -10.013  5.959  0.156 0.432 0
 1677 11.951 10.523  -10.467  7.081  0.055 0.614 0
 2544 11.686 10.115  -10.643  6.316  0.184 0.558 0
  884 12.287 10.817  -13.000  7.830  0.163 0.386 0
 3633 11.322  9.572  -9.909  5.921  0.294 0.607 0
  251 12.790 10.956  -10.456  8.306  0.325 0.222 0
  777 12.024 10.418  -10.308  7.208  0.274 0.564 0
  617 12.489 10.367  -10.250  7.727  0.212 0.327 0
 3356 11.514  9.452  -9.666  5.902  0.270 0.484 0
 2515 11.715  9.603  -9.866  5.972  0.321 0.250 0
 2649 11.624  9.492  -9.468  6.209  0.248 0.177 0
 4032 11.394 10.050  -10.897  5.980  0.043 0.615 0
 3973 11.458  9.914  -9.901  5.790  0.048 0.323 0
 4126 11.457  9.821  -10.232  6.174  0.156 0.402 0
 3083 11.543  9.852  -10.126  5.973  0.133 0.450 0
  348 12.501 10.758  -10.862  8.067  0.183 0.466 0
  529 12.571 10.629  -12.328  7.807  0.149 0.149 0
 3974 11.477  9.673  -9.984  5.709  0.167 0.520 0
 3780 11.499  9.947  -10.468  6.142  0.060 0.461 0
  317 12.686 11.006  -10.342  7.787  0.514 0.401 0
 2643 11.736  9.572  -10.409  6.073  0.221 0.361 0
  713 12.301 10.311  -11.033  7.317  0.402 0.275 0
  212 12.846 10.933  -12.461  8.320  0.406 0.265 0
 4019 11.510  9.869  -10.567  5.874  0.075 0.452 0
 1571 11.972 10.496  -11.395  7.690  0.124 0.373 0
 2603 11.667  9.975  -10.477  6.077  0.186 0.218 0
 1880 11.841 10.182  -10.099  6.425  0.217 0.523 0
  967 12.148 10.417  -10.698  7.217  0.296 0.243 0
 8002 11.090  9.531  -10.691  5.695  0.119 0.299 0
 1155 12.106 10.469  -10.526  7.344  0.292 0.541 0
  517 12.259 10.577  -12.865  7.644  0.209 0.362 0
  493 12.204 10.587  -10.372  7.348  0.270 0.574 0
 1187 12.073 10.298  -11.074  7.639  0.156 0.222 0
  508 12.560 10.536  -13.000  8.075  0.233 0.177 0
 3639 11.515  9.543  -10.080  6.017  0.135 0.210 0
  926 12.180 10.174  -10.116  6.709  0.324 0.517 0
 3406 11.504  9.634  -10.133  6.242  0.166 0.469 0
  404 12.569 10.837  -10.577  7.973  0.276 0.333 0
   93 13.119 10.997  -13.000  8.265  0.567 0.182 0
 3086 11.606  9.752  -10.137  5.997  0.149 0.230 0
 5536 11.332  9.548  -10.583  5.835  0.176 0.350 0
 1755 11.936 10.186  -11.401  7.050  0.135 0.254 0
 2942 11.644  9.896  -10.176  6.197  0.189 0.368 0
 3626 11.512  9.799  -9.957  5.956  0.140 0.520 0
 3469 11.504  9.286  -9.463  6.036  0.314 0.280 0
 1642 11.972 10.161  -10.129  6.452  0.207 0.489 0
  860 12.307 10.368  -11.288  7.438  0.209 0.395 0
 3119 11.605  9.852  -13.000  6.434  0.105 0.206 0
 2174 11.839 10.153  -13.000  7.414  0.026 0.301 0
  878 12.246 10.682  -10.213  7.295  0.360 0.378 0
 3336 11.571  9.583  -9.787  6.637  0.154 0.276 0
  637 12.403 10.524  -10.165  7.456  0.411 0.565 0
 2374 11.784 10.205  -10.348  6.947  0.062 0.566 0
 1585 11.901 10.219  -10.084  6.552  0.287 0.580 0
 9055 11.033  9.545  -10.777  5.215  0.030 0.340 0
 1684 11.906  9.982  -11.050  7.362  0.122 0.200 0
  562 12.359 10.643  -10.712  7.578  0.289 0.593 0
 1850 11.914  9.855  -10.463  6.536  0.241 0.239 0
 3424 11.550  9.002  -9.737  5.915  0.154 0.166 0
 3598 11.580  9.805  -11.164  6.339  0.019 0.443 0
 3297 11.532  9.561  -10.339  6.115  0.137 0.185 0
 2171 11.789  9.507  -10.194  5.862  0.377 0.454 0
 4641 11.361  9.535  -10.419  5.839  0.036 0.224 0
 4099 11.435  9.600  -9.893  5.886  0.094 0.532 0
 5028 11.344  9.712  -10.110  5.977  0.152 0.470 0
 3886 11.370  9.760  -11.793  5.875  0.050 0.217 0
 2057 11.822 10.150  -10.215  6.446  0.287 0.475 0
 3995 11.475  9.591  -10.322  5.768  0.143 0.160 0
 1883 11.827 10.113  -10.470  6.481  0.163 0.175 0
 1531 12.005 10.029  -10.731  7.030  0.157 0.327 0
  736 12.306 10.550  -10.616  7.511  0.218 0.510 0
  174 12.955 10.868  -10.353  8.116  0.439 0.560 0
 2071 11.764 10.116  -9.978  5.929  0.257 0.616 0
  685 12.422 10.599  -10.349  7.326  0.339 0.640 0
 1721 11.879 10.021  -10.170  6.688  0.359 0.459 0
 5278 11.300 10.116  -11.274  5.542  0.014 0.555 0
 3907 11.468  9.718  -10.170  5.847  0.210 0.397 0
  114 13.057 10.674  -10.899  8.033  0.594 0.273 0
  556 12.480 10.882  -10.678  7.891  0.230 0.658 0
 9000 11.046  9.698  -10.615  5.756  0.027 0.244 0
 1884 11.855 10.112  -10.127  6.395  0.199 0.353 0
 4355 11.439  9.933  -10.203  6.402  0.113 0.339 0
 1564 11.964 10.374  -10.427  6.844  0.150 0.596 0
 1115 12.061 10.288  -10.680  7.168  0.211 0.149 0
 1204 12.092 10.181  -11.622  7.461  0.136 0.274 0
 2662 11.643  9.953  -10.427  6.429  0.294 0.566 0
 3317 11.529  9.645  -10.311  5.959  0.252 0.333 0
 1675 11.790 10.094  -10.132  6.185  0.319 0.377 0
  202 12.812 10.607  -12.358  7.982  0.486 0.168 0
 1693 11.869 10.158  -10.794  7.128  0.137 0.226 0
  124 13.132 11.030  -11.700  8.577  0.605 0.158 0
 2562 11.750 10.157  -11.037  6.454  0.047 0.418 0
  826 11.635  9.990  -9.934  6.234  0.271 0.430 0
 1242 11.983 10.409  -10.324  6.979  0.207 0.648 0
 2684 11.663  9.794  -10.052  6.263  0.140 0.480 0
 5740 11.264  9.705  -10.056  5.705  0.190 0.608 0
 1012 12.197 10.337  -9.883  6.802  0.257 0.218 0
 2328 11.754  9.918  -10.275  6.749  0.139 0.249 0
 1800 11.896 10.176  -9.994  6.427  0.188 0.556 0
 5328 11.169  9.651  -10.261  5.943  0.190 0.436 0
 3298 11.611  9.264  -9.904  5.933  0.193 0.216 0
 3396 11.544  9.723  -10.435  6.039  0.075 0.309 0
 3351 11.577  9.665  -10.677  6.358  0.100 0.228 0
 1874 11.893 10.103  -10.518  6.793  0.153 0.362 0
 6068 11.261  9.534  -10.361  5.785  0.087 0.412 0
 3989 11.443  9.726  -10.312  5.762  0.137 0.555 0
 2215 11.785 10.103  -10.433  6.968  0.101 0.301 0
 2165 11.790  9.920  -10.224  6.536  0.301 0.546 0
  533 12.525 10.730  -13.000  7.599  0.326 0.153 0
 4412 11.413  9.596  -10.516  5.943  0.197 0.357 0
  286 12.763 10.918  -10.514  8.115  0.503 0.450 0
 1255 12.084 10.462  -11.991  7.505  0.077 0.567 0
 1341 11.864 10.131  -10.063  6.365  0.247 0.585 0
 1697 11.707  9.708  -10.069  6.457  0.443 0.311 0
 5192 11.382  9.528  -10.440  5.570  0.102 0.335 0
 3199 11.518  9.666  -9.482  5.990  0.241 0.407 0
 3230 11.580  9.512  -10.664  6.377  0.254 0.194 0
 1823 11.843  9.854  -9.790  6.125  0.288 0.460 0
 2008 11.834 10.076  -10.311  5.994  0.278 0.564 0
 5686 11.263  9.552  -9.788  5.908  0.247 0.631 0
 1196 12.021 10.413  -11.844  7.369  0.099 0.473 0
 5937 11.295  9.536  -10.160  5.757  0.099 0.344 0
  805 12.337 10.605  -10.844  7.769  0.144 0.259 0
   22 13.727 11.407  -10.768  9.074  0.850 0.185 0
 1380 11.710 10.062  -10.443  6.526  0.306 0.323 0
 3891 11.447  9.500  -9.988  6.057  0.305 0.363 0
 3143 11.559  9.307  -9.940  6.146  0.175 0.252 0
 1603 11.949 10.262  -10.033  6.552  0.250 0.614 0
  897 12.201 10.262  -10.264  7.506  0.288 0.397 0
 3772 11.485  9.581  -10.520  6.399  0.104 0.184 0
 4000 11.453  9.580  -9.884  5.539  0.242 0.619 0
  656 12.372 10.662  -10.436  7.852  0.224 0.286 0
 1293 12.064 10.631  -13.000  7.351  0.162 0.621 0
   74 13.294 11.303  -10.739  8.622  0.669 0.371 0
 2701 11.707 10.011  -10.920  6.641  0.090 0.417 0
 1635 11.940 10.331  -10.193  7.008  0.183 0.469 0
 1429 11.977 10.290  -9.962  6.548  0.278 0.612 0
 1007 12.127 10.532  -10.054  6.985  0.309 0.618 0
 4473 11.430  9.721  -11.211  5.749  0.096 0.462 0
 1496 11.961 10.210  -10.482  7.235  0.224 0.224 0
  316 12.662 10.719  -10.249  8.017  0.381 0.170 0
  464 12.548 10.883  -11.446  7.936  0.235 0.415 0
 3692 11.517  9.663  -10.094  5.754  0.174 0.424 0
 2004 11.848  9.580  -10.491  6.059  0.261 0.386 0
 5095 11.249 10.183  -13.000  5.984  0.073 0.449 0
 3024 11.424  9.556  -10.069  6.004  0.304 0.372 0
  946 12.287 10.408  -11.903  7.742  0.068 0.162 0
  368 12.578 10.680  -10.249  7.362  0.490 0.646 0
 2379 11.738  9.916  -10.049  5.979  0.089 0.446 0
  555 12.269 10.720  -11.794  7.273  0.430 0.592 0
  510 12.546 10.432  -11.021  7.737  0.358 0.207 0
 2698 11.515  9.588  -10.360  6.273  0.083 0.315 0
  665 12.451 10.700  -12.576  8.021  0.175 0.163 0
 2236 11.752  9.967  -10.116  6.056  0.175 0.508 0
 3053 11.550  9.716  -9.671  5.900  0.230 0.411 0
 3262 11.576  9.513  -9.916  5.504  0.185 0.474 0
 1205 12.024 10.393  -10.374  7.284  0.214 0.544 0
 1744 11.629  9.821  -10.103  6.077  0.167 0.323 0
 1729 11.939 10.124  -10.695  7.217  0.157 0.295 0
  589 12.457 10.627  -11.585  7.802  0.236 0.228 0
 2367 11.724 10.230  -10.538  6.901  0.116 0.293 0
 5747 11.270  9.523  -10.470  6.042  0.162 0.343 0
  162 13.023 11.109  -13.000  8.460  0.412 0.166 0
 1543 11.905 10.008  -9.878  6.467  0.336 0.399 0
 1188 12.173 10.334  -10.555  7.614  0.083 0.466 0
 2618 11.675  9.896  -10.097  6.250  0.205 0.222 0
 3964 11.484  9.755  -10.186  5.506  0.097 0.338 0
 3653 11.562  9.550  -10.152  5.678  0.149 0.430 0
  880 12.260 10.470  -10.510  7.665  0.220 0.357 0
 1210 11.890  9.884  -9.789  6.255  0.325 0.214 0
 5444 11.346  9.504  -10.755  5.208  0.167 0.314 0
 6554 11.230  9.607  -10.400  5.170  0.078 0.418 0
 2447 11.748  9.837  -9.900  6.031  0.160 0.494 0
 5163 11.334  9.504  -10.231  5.918  0.070 0.546 0
  861 12.267 10.673  -10.703  7.501  0.262 0.491 0
 4906 11.353  9.617  -10.325  6.059  0.279 0.309 0
 2081 11.783 10.062  -10.143  6.403  0.190 0.297 0
 5381 11.379  9.700  -13.000  5.500  0.014 0.249 0
 1308 11.973 10.286  -10.072  6.451  0.249 0.635 0
 3779 11.499  9.697  -10.146  6.144  0.128 0.598 0
 3514 11.476  9.582  -9.798  6.020  0.177 0.312 0
 1791 11.932  9.997  -10.215  6.731  0.165 0.444 0
 2414 11.659  9.697  -13.000  6.676  0.135 0.144 0
 3178 11.485  9.680  -10.541  5.751  0.379 0.243 0
 1090 12.183 10.618  -13.000  7.676  0.016 0.509 0
  818 12.187 10.434  -11.013  7.555  0.196 0.143 0
 2788 11.728  9.912  -11.211  6.795  0.012 0.145 0
 1072 11.961 10.301  -10.242  6.906  0.239 0.360 0
  782 12.282 10.575  -10.637  7.422  0.289 0.447 0
 2565 11.693  9.860  -10.418  6.509  0.298 0.435 0
 4182 11.295  9.537  -9.943  5.242  0.162 0.539 0
 2930 11.567  9.464  -9.842  5.769  0.519 0.417 0
  407 12.689 10.753  -12.488  8.190  0.155 0.236 0
 1481 11.926 10.127  -10.192  6.883  0.143 0.306 0
 1440 12.008 10.202  -10.505  6.706  0.284 0.455 0
10114 10.578 10.198  -10.736  6.481  0.074 0.309 0
 3441 11.565  9.589  -10.046  6.015  0.170 0.296 0
 3791 11.458  9.674  -10.297  5.900  0.153 0.384 0
 1425 11.847  9.920  -10.135  6.284  0.290 0.461 0
 2273 11.649  9.907  -10.586  6.712  0.237 0.253 0
 3107 11.585  9.923  -9.947  6.195  0.213 0.440 0
  389 12.678 10.897  -13.000  8.326  0.208 0.187 0
 2351 11.785 10.056  -10.418  6.394  0.193 0.399 0
 4117 11.362  9.601  -10.179  5.940  0.172 0.506 0
 3081 11.582  9.713  -9.928  6.359  0.164 0.568 0
 3212 11.562  9.509  -9.429  5.778  0.357 0.423 0
 1413 11.922  9.836  -9.832  6.338  0.364 0.307 0
  815 12.201 10.541  -10.363  7.516  0.179 0.132 0
 1316 12.043 10.411  -10.464  7.260  0.193 0.487 0
 1587 11.933 10.250  -10.829  6.948  0.358 0.472 0
 3991 11.509  9.344  -9.860  6.018  0.132 0.179 0
  237 12.868 10.636  -10.009  8.020  0.460 0.270 0
 1549 11.981 10.196  -10.839  7.241  0.161 0.283 0
   70 13.339 11.281  -12.150  8.926  0.605 0.225 0
 2650 11.642  9.793  -10.361  5.984  0.160 0.453 0
 4469 11.362  9.656  -9.845  5.877  0.213 0.546 0
 1195 12.093 10.598  -10.226  6.527  0.292 0.612 0
 4236 11.418  9.686  -10.130  5.995  0.084 0.454 0
  484 12.582 10.486  -12.059  8.105  0.204 0.134 0
 2212 11.773 10.140  -10.088  6.315  0.225 0.520 0
 2022 11.827 10.111  -9.983  6.250  0.212 0.645 0
 2123 11.721  9.942  -10.081  5.989  0.363 0.579 0
 3300 11.549  9.591  -10.396  5.754  0.098 0.282 0
 1406 11.963 10.288  -10.106  6.473  0.295 0.579 0
  976 12.225 10.759  -10.575  7.505  0.143 0.704 0
  283 12.769 10.801  -10.228  8.068  0.462 0.320 0
  758 12.230 10.525  -12.136  7.580  0.106 0.296 0
 3579 11.503  9.516  -9.933  6.109  0.238 0.483 0
 2668 11.688  9.875  -10.232  6.126  0.221 0.573 0
 2559 11.679  9.868  -9.841  6.489  0.223 0.677 0
 1827 11.865 10.123  -11.381  7.160  0.083 0.225 0
 1177 12.098 10.394  -10.991  6.922  0.173 0.217 0
 3724 11.507  9.591  -10.183  5.810  0.204 0.208 0
 1252 11.978 10.257  -9.905  6.807  0.347 0.545 0
 1297 11.986 10.228  -10.219  6.382  0.350 0.705 0
  658 12.393 10.783  -10.091  7.027  0.448 0.711 0
 4301 11.473  9.827  -10.495  5.872  0.068 0.550 0
 3670 11.462  9.597  -10.342  5.669  0.056 0.372 0
 1824 11.804 10.109  -10.068  6.842  0.158 0.490 0
  352 12.665 10.820  -11.714  8.112  0.325 0.168 0
  398 12.651 10.809  -10.774  8.111  0.229 0.325 0
 2274 11.535  9.779  -9.858  6.274  0.392 0.530 0
 4794 11.420  9.545  -11.306  6.289  0.080 0.244 0
 2015 11.834 10.246  -10.185  6.562  0.138 0.520 0
 1606 11.922 10.488  -10.241  6.843  0.264 0.615 0
  745 12.293 10.643  -10.126  6.952  0.440 0.665 0
 4462 11.457  9.805  -10.651  6.178  0.023 0.216 0
 1346 12.034 10.442  -10.328  6.505  0.243 0.638 0
 3657 11.564  9.649  -10.429  5.781  0.097 0.182 0
  633 12.424 10.852  -10.698  7.652  0.328 0.516 0
 2537 11.695  9.970  -9.961  5.898  0.308 0.486 0
 2800 11.560  9.824  -9.972  5.909  0.149 0.579 0
 4145 11.453  9.592  -10.408  6.009  0.129 0.454 0
 1550 12.049  9.970  -13.000  7.533  0.080 0.242 0
 5167 11.372  9.522  -10.700  5.951  0.049 0.354 0
  236 12.867 11.052  -11.625  8.264  0.365 0.173 0
 3748 11.527  9.521  -10.037  5.936  0.209 0.442 0
  558 12.488 10.767  -12.081  7.799  0.240 0.339 0
 4172 11.420  9.554  -10.040  5.499  0.048 0.432 0
 5119 11.356  9.524  -11.287  6.359  0.224 0.174 0
 4523 11.398  9.545  -9.837  5.709  0.108 0.468 0
 1094 11.842  9.803  -9.622  6.617  0.330 0.212 0
 3322 11.576  9.616  -11.041  6.366  0.087 0.148 0
 2506 11.650  9.870  -9.943  6.546  0.208 0.421 0
 4827 11.438  9.595  -10.457  5.804  0.073 0.453 0
 1656 11.963 10.344  -10.283  6.866  0.121 0.491 0
 3708 11.552  9.616  -10.716  5.775  0.113 0.157 0
 4295 11.467  9.534  -10.710  5.892  0.102 0.288 0
 2741 11.679  9.990  -10.872  6.464  0.117 0.267 0
  804 12.359 10.359  -10.175  7.645  0.218 0.352 0
 2593 11.687  9.807  -10.327  6.124  0.111 0.329 0
 2814 11.671  9.820  -13.000  6.740  0.030 0.143 0
 3072 11.627  9.790  -10.349  6.142  0.192 0.357 0
  613 12.403 10.751  -10.277  7.236  0.401 0.280 0
 1478 12.000 10.459  -10.282  7.066  0.187 0.523 0
 4985 11.372  9.580  -10.554  5.883  0.092 0.184 0
 3150 11.540  9.898  -9.999  5.986  0.161 0.415 0
  854 12.278 10.708  -11.426  7.831  0.072 0.633 0
 1106 12.036 10.277  -10.102  6.497  0.259 0.695 0
 3070 11.565  9.756  -9.905  6.046  0.173 0.131 0
  544 12.488 10.835  -10.387  7.683  0.292 0.477 0
  377 12.622 10.971  -11.240  7.928  0.359 0.434 0
 4294 11.375  9.692  -10.598  5.791  0.044 0.461 0
  728 12.368 10.479  -13.000  7.981  0.049 0.229 0
 1046 12.096 10.254  -9.568  6.700  0.315 0.238 0
 2605 11.640  9.841  -10.451  6.394  0.197 0.400 0
 1742 11.894 10.055  -9.923  6.668  0.364 0.306 0
 1510 11.938 10.272  -10.212  6.288  0.282 0.623 0
  294 12.571 10.546  -11.074  7.451  0.484 0.330 0
 3402 11.550  9.769  -10.220  5.949  0.139 0.502 0
 2294 11.819 10.201  -10.633  6.495  0.086 0.570 0
  158 13.010 11.191  -13.000  8.491  0.371 0.296 0
 2919 11.579  9.599  -9.992  6.451  0.172 0.450 0
 1493 11.981 10.212  -10.223  7.115  0.233 0.320 0
 4392 11.274  9.709  -10.066  6.252  0.148 0.572 0
  876 12.238 10.595  -10.210  7.198  0.235 0.247 0
 3547 11.504  9.564  -10.144  6.237  0.121 0.339 0
 4973 11.352  9.560  -10.747  5.874  0.057 0.194 0
 2853 11.591  9.523  -9.669  6.125  0.511 0.637 0
 3151 11.590  9.853  -10.264  6.171  0.206 0.359 0
 8484 11.093  9.542  -13.000  5.840  0.040 0.263 0
 4314 11.381  9.518  -9.838  6.068  0.154 0.335 0
 3577 11.529  9.638  -10.248  5.981  0.260 0.534 0
 2596 11.719 10.108  -11.201  6.765  0.076 0.309 0
 3124 11.611  9.840  -10.083  6.321  0.139 0.237 0
 2364 11.780 10.021  -10.216  6.133  0.159 0.550 0
 1674 11.968 10.220  -11.324  7.114  0.172 0.223 0
 3753 11.343  9.596  -9.711  5.825  0.465 0.351 0
 1818 11.890 10.144  -10.021  6.437  0.223 0.388 0
 3115 11.647  9.645  -9.911  5.507  0.167 0.518 0
 2956 11.651  9.912  -10.455  6.781  0.086 0.342 0
 3649 11.566  9.451  -10.210  5.751  0.062 0.239 0
 3468 11.517  9.455  -10.153  6.106  0.086 0.163 0
  604 12.485 10.732  -10.616  8.054  0.198 0.237 0
 1284 11.932 10.380  -10.175  6.909  0.254 0.207 0
 6516 11.087  9.519  -13.000  5.695  0.031 0.395 0
 4141 11.466  9.697  -10.156  5.939  0.096 0.202 0
 1734 11.923 10.326  -10.142  6.439  0.216 0.679 0
 1137 12.101 10.467  -10.268  7.128  0.264 0.619 0
 1451 12.005 10.333  -11.659  7.457  0.070 0.365 0
 5326 11.287  9.997  -10.917  6.409  0.136 0.380 0
 3331 11.502  9.680  -10.014  6.118  0.097 0.326 0
 1174 12.025 10.342  -10.267  6.754  0.272 0.342 0
 2280 11.755  9.944  -10.087  6.474  0.191 0.581 0
 1022 12.099 10.439  -10.055  6.823  0.278 0.437 0
 2285 11.762 10.143  -10.299  6.296  0.190 0.296 0
 1236 12.086 10.477  -10.460  7.279  0.237 0.640 0
 2166 11.686  9.845  -10.076  6.469  0.326 0.240 0
 3897 11.502  9.873  -10.299  5.842  0.111 0.528 0
 1909 11.829 10.095  -10.074  6.727  0.257 0.507 0
 3481 11.548  9.559  -9.811  6.057  0.119 0.159 0
 3275 11.593  9.847  -10.335  6.040  0.148 0.281 0
 1384 11.969 10.133  -9.953  6.165  0.319 0.496 0
 3362 11.550  9.503  -10.126  5.678  0.277 0.573 0
  121 12.999 10.975  -10.695  8.440  0.529 0.325 0
 3586 11.481  9.584  -10.319  5.847  0.259 0.395 0
 2032 11.841 10.172  -10.080  6.328  0.213 0.567 0
  519 12.486 10.752  -10.214  7.947  0.235 0.533 0
 2996 11.630 10.079  -10.121  6.295  0.166 0.520 0
 1235 12.031 10.322  -10.109  7.031  0.279 0.520 0
 3798 11.521  9.488  -10.177  6.132  0.144 0.352 0
 2933 11.596  9.569  -9.889  6.039  0.343 0.267 0
  608 12.455 10.225  -11.246  7.497  0.236 0.176 0
 1101 12.139 10.105  -10.061  6.096  0.263 0.421 0
  673 12.374 10.809  -10.050  7.357  0.532 0.673 0
 1100 11.793 10.268  -10.260  6.555  0.217 0.606 0
 2332 11.770 10.144  -10.231  6.314  0.199 0.566 0
 3096 11.660  9.831  -11.481  7.020  0.021 0.226 0
 1121 12.124 10.345  -10.807  6.999  0.231 0.261 0
 3917 11.467  9.761  -10.006  5.815  0.221 0.534 0
 4485 11.464  9.665  -10.632  5.620  0.035 0.240 0
 1459 11.908 10.296  -10.658  7.125  0.199 0.606 0
 2762 11.611  9.884  -9.810  6.264  0.268 0.137 0
 2461 11.777 10.200  -10.790  7.087  0.039 0.278 0
 2645 11.509  9.674  -10.362  5.775  0.207 0.180 0
 2482 11.730  9.983  -10.188  6.240  0.120 0.384 0
  201 12.913 10.946  -11.353  8.479  0.334 0.355 0
 1318 12.028 10.379  -10.327  6.933  0.309 0.588 0
 2748 11.519  9.489  -10.076  6.343  0.178 0.358 0
 6545 11.246  9.667  -10.389  5.683  0.079 0.529 0
 4225 11.462  9.563  -10.400  5.964  0.146 0.233 0
 3334 11.534  9.622  -10.377  6.095  0.208 0.257 0
 1845 11.715 10.133  -11.284  6.958  0.062 0.394 0
 3988 11.497  9.780  -10.594  6.513  0.045 0.292 0
  732 12.418 10.649  -11.774  8.008  0.125 0.397 0
 3536 11.282  9.512  -10.282  5.722  0.065 0.199 0
 6096 11.237  9.628  -10.250  5.538  0.094 0.590 0
 2002 11.844 10.212  -10.519  6.888  0.111 0.547 0
 2576 11.696  9.854  -10.048  6.148  0.256 0.573 0
 5220 11.320  9.590  -10.006  5.840  0.095 0.506 0
 4033 11.486  9.635  -10.330  6.202  0.116 0.185 0
 2085 11.780  9.967  -10.055  5.951  0.249 0.328 0
 3205 11.538  9.989  -10.400  6.062  0.162 0.343 0
 5143 11.370  9.596  -10.209  5.670  0.153 0.566 0
 1039 12.161  9.897  -10.219  6.169  0.161 0.143 0
 6124 11.179  9.632  -13.000  6.042  0.019 0.414 0
 2665 11.652  9.656  -10.106  6.065  0.256 0.334 0
 4124 10.936 10.709  -13.000  8.136  0.268 0.256 0
 2836 11.621  9.866  -10.165  6.207  0.237 0.553 0
  524 12.458 10.735  -12.787  7.673  0.257 0.150 0
 2928 11.625 10.036  -10.226  6.176  0.168 0.517 0
 1841 11.835 10.232  -10.051  6.588  0.377 0.445 0
  754 12.351 10.341  -10.590  7.788  0.214 0.542 0
  851 12.309 10.619  -13.000  7.846  0.208 0.318 0
 2366 11.732 10.054  -10.040  6.503  0.161 0.300 0
 3811 11.398  9.572  -9.783  5.786  0.318 0.416 0
 1402 12.003 10.381  -10.142  6.677  0.253 0.608 0
 3792 11.509  9.352  -10.231  6.221  0.076 0.158 0
 2104 11.818  9.894  -10.692  6.825  0.195 0.269 0
  717 12.457 10.331  -13.000  8.012  0.111 0.183 0
  383 12.694 10.597  -10.304  8.083  0.267 0.303 0
  100 13.225 11.050  -10.889  8.549  0.568 0.218 0
 2923 11.607  9.769  -9.983  5.992  0.147 0.532 0
 4889 11.371  9.712  -10.409  6.074  0.118 0.251 0
   72 13.362 11.155  -11.721  8.671  0.648 0.218 0
  853 12.271 10.269  -10.021  7.207  0.326 0.262 0
 1971 11.865 10.232  -10.470  6.376  0.165 0.693 0
 2926 11.402  9.591  -9.928  5.676  0.219 0.590 0
 1584 11.954 10.360  -10.415  6.855  0.219 0.544 0
 2528 11.717 10.105  -10.370  6.412  0.079 0.490 0
 5212 11.376  9.589  -10.898  5.458  0.047 0.334 0
 2141 11.759  9.771  -10.546  6.484  0.225 0.155 0
 1340 11.960 10.192  -9.841  6.813  0.280 0.347 0
 2848 11.605  9.811  -9.935  6.336  0.272 0.330 0
  141 12.931 11.098  -10.417  8.331  0.555 0.585 0
 2632 11.698 10.063  -10.405  5.662  0.148 0.485 0
 2799 11.666  9.976  -10.127  6.078  0.140 0.512 0
 1396 12.033 10.342  -13.000  7.512  0.024 0.329 0
 3166 11.604  9.730  -10.340  6.089  0.150 0.261 0
 3575 11.505  9.449  -9.894  6.077  0.224 0.360 0
 4060 11.473 10.087  -10.846  5.927  0.088 0.567 0
 2921 11.598  9.700  -10.171  6.116  0.241 0.545 0
