#  ID   M200  MStar   lg_SSFR   MBH   fgas Kappa j  
 3054 11.631  9.746  -9.870  5.947  0.177 0.450 0
 3733 11.538  9.026  -9.507  5.494  0.206 0.484 0
 2672 11.709 10.094  -10.214  6.141  0.150 0.715 0
 1268 11.884 10.322  -10.394  7.178  0.114 0.611 0
   34 13.601 11.311  -12.146  8.960  0.759 0.148 0
  881 12.248 10.512  -10.671  7.541  0.231 0.487 0
  806 12.340 10.518  -11.867  7.814  0.117 0.211 0
 1222 12.066 10.260  -11.004  7.067  0.306 0.197 0
 2353 11.775  9.925  -10.013  6.670  0.144 0.136 0
 3010 11.598  9.850  -10.680  6.327  0.132 0.241 0
    2 14.573 11.548  -10.764  9.223  0.880 0.162 0
 2331 11.737 10.016  -10.371  6.816  0.139 0.464 0
  196 13.005 10.806  -10.711  8.443  0.350 0.234 0
11887 10.869  9.537  -13.000  5.481  0.015 0.348 0
 1945 11.870 10.122  -10.537  6.988  0.186 0.468 0
 4757 11.432  9.538  -10.627  5.906  0.084 0.156 0
 1511 11.967 10.321  -10.724  7.269  0.229 0.206 0
 2686 11.668  9.909  -10.313  6.644  0.135 0.375 0
 9553 11.011  9.662  -10.716  5.790  0.034 0.490 0
 5705 11.280  9.650  -10.018  5.473  0.211 0.633 0
 1530 11.944 10.335  -10.126  6.719  0.259 0.669 0
  561 12.461 10.752  -11.418  7.857  0.158 0.272 0
 1262 12.040 10.499  -13.000  7.380  0.113 0.415 0
  347 12.522 10.891  -13.000  8.100  0.259 0.269 0
  668 12.409 10.504  -11.698  7.777  0.191 0.160 0
  530 12.556 10.847  -13.000  8.074  0.169 0.165 0
 2957 11.610  9.780  -10.340  5.843  0.324 0.196 0
  593 12.457 10.731  -10.423  7.764  0.280 0.473 0
 2723 11.601  9.783  -10.053  6.329  0.323 0.230 0
 2895 11.694  9.946  -10.562  5.705  0.127 0.487 0
  664 12.478 10.497  -11.169  7.894  0.148 0.170 0
 1476 11.964  9.765  -9.591  6.035  0.271 0.235 0
 2488 11.768 10.131  -10.589  6.617  0.084 0.441 0
 3518 11.535  9.858  -10.210  5.874  0.259 0.615 0
 3210 11.600  9.736  -10.128  6.313  0.133 0.179 0
 4018 11.484  9.594  -10.590  5.939  0.189 0.259 0
 3887 11.444  9.663  -9.968  6.065  0.132 0.505 0
 2077 11.824 10.077  -10.964  6.909  0.146 0.434 0
 2102 11.783 10.028  -10.113  6.384  0.184 0.160 0
 1267 12.020 10.541  -10.559  7.580  0.134 0.640 0
 2536 11.688  9.778  -10.217  6.068  0.255 0.425 0
 3421 11.595  9.840  -10.652  6.225  0.133 0.366 0
 4279 11.433  9.575  -10.426  5.978  0.328 0.423 0
 2438 11.625  9.673  -10.402  5.885  0.355 0.313 0
  137 13.098 11.107  -10.564  8.728  0.582 0.414 0
 1171 12.078 10.361  -9.890  6.490  0.384 0.481 0
 1207 12.148 10.541  -13.000  7.710  0.016 0.481 0
 1967 11.671  9.888  -9.919  6.147  0.200 0.306 0
 1547 11.967 10.238  -10.100  6.666  0.217 0.459 0
  284 12.747 10.825  -10.099  8.042  0.410 0.306 0
 1580 12.032 10.240  -11.655  7.526  0.120 0.304 0
 2281 11.766  9.901  -10.585  6.869  0.107 0.177 0
 4593 11.392  9.512  -10.410  5.936  0.406 0.213 0
 1457 11.961 10.150  -9.830  6.357  0.271 0.440 0
   58 13.021 11.016  -11.631  8.489  0.575 0.209 0
 2412 11.726  9.821  -11.079  6.652  0.085 0.207 0
 2131 11.711 10.086  -10.344  6.447  0.130 0.421 0
 3884 11.471  9.645  -10.402  5.937  0.172 0.217 0
 1461 11.881 10.109  -9.995  6.211  0.321 0.562 0
  601 12.371 10.675  -10.102  7.260  0.440 0.546 0
  355 12.687 11.050  -11.986  8.131  0.359 0.254 0
 1631 11.911 10.265  -10.388  6.751  0.201 0.459 0
 1756 11.709  9.953  -10.054  6.410  0.168 0.566 0
 1105 12.084 10.391  -10.105  6.796  0.352 0.597 0
 3691 11.530  9.534  -13.000  6.615  0.014 0.247 0
 2964 11.602  9.834  -10.766  6.594  0.114 0.309 0
 3484 11.540  9.867  -10.049  6.035  0.132 0.612 0
 3117 11.582  9.628  -9.861  5.727  0.275 0.323 0
  710 12.314 10.715  -10.155  7.525  0.387 0.632 0
 1085 12.202 10.302  -13.000  7.669  0.041 0.254 0
 2270 11.779 10.136  -10.354  7.070  0.115 0.368 0
  123 13.116 11.096  -11.683  8.483  0.717 0.247 0
 2883 11.649  9.536  -10.114  6.118  0.128 0.361 0
  793 12.158 10.549  -10.153  6.841  0.257 0.578 0
 3423 11.535  9.959  -10.046  5.247  0.159 0.605 0
 1081 12.105 10.396  -10.098  6.860  0.300 0.232 0
 3055 11.653  9.864  -10.135  6.562  0.094 0.339 0
 3341 11.583  9.700  -10.448  6.032  0.170 0.252 0
  841 12.301 10.727  -10.765  7.747  0.214 0.554 0
 3644 11.534  9.797  -10.499  6.260  0.207 0.336 0
 2759 11.610  9.728  -10.253  6.033  0.246 0.482 0
 2127 11.844 10.147  -10.533  5.896  0.036 0.589 0
 2453 11.728 10.019  -10.602  6.415  0.180 0.449 0
 4586 11.461  9.708  -13.000  6.789  0.022 0.210 0
 4644 11.401  9.661  -10.510  5.785  0.137 0.325 0
 2346 11.599  9.792  -10.199  5.964  0.297 0.517 0
 1933 11.832 10.162  -10.055  6.420  0.238 0.587 0
 1365 12.080 10.429  -10.838  7.423  0.060 0.575 0
  401 12.655 10.654  -10.340  7.244  0.392 0.614 0
 3493 11.543  9.750  -10.016  6.027  0.150 0.631 0
 1264 12.066 10.503  -10.152  6.859  0.252 0.664 0
 1064 12.168 10.573  -10.485  7.396  0.167 0.593 0
 1781 11.849 10.192  -10.013  6.159  0.293 0.451 0
 5365 11.317  9.984  -11.004  5.631  0.023 0.429 0
 3129 11.619  9.851  -10.376  6.146  0.074 0.376 0
 2117 11.771  9.969  -9.905  6.163  0.300 0.350 0
 4478 11.443  9.568  -10.482  5.916  0.163 0.344 0
 1058 11.942 10.414  -10.221  6.521  0.419 0.578 0
 2049 11.821 10.133  -10.359  6.689  0.213 0.602 0
 1192 11.995 10.384  -11.125  6.774  0.192 0.205 0
 2798 11.564  9.560  -10.500  6.018  0.197 0.366 0
 1102 12.110 10.574  -12.495  7.470  0.098 0.526 0
 2352 11.760  9.870  -10.394  6.242  0.273 0.459 0
  412 12.576 10.883  -10.531  7.909  0.311 0.416 0
 3142 11.527  9.487  -10.192  5.818  0.378 0.212 0
 1107 12.072 10.384  -10.273  7.401  0.245 0.368 0
 1941 11.862 10.238  -10.262  6.761  0.174 0.549 0
 1623 11.908 10.284  -10.168  6.514  0.276 0.537 0
 3268 11.604  9.446  -10.286  5.668  0.209 0.217 0
 6017 11.259  9.556  -13.000  5.771  0.003 0.316 0
 1056 11.960 10.330  -10.972  7.213  0.069 0.565 0
  959 12.218 10.671  -11.450  7.652  0.112 0.571 0
  809 12.215 10.371  -10.171  6.703  0.391 0.484 0
 3472 11.573  9.567  -10.442  6.391  0.156 0.342 0
 2258 11.718  9.426  -9.747  6.249  0.304 0.181 0
 4254 11.486  9.748  -10.208  5.504  0.089 0.501 0
 1914 11.868 10.112  -10.153  6.521  0.222 0.298 0
   86 13.253 11.279  -10.919  8.700  0.577 0.186 0
 3273 11.606  9.949  -10.964  6.326  0.090 0.344 0
 2727 11.379  9.575  -9.909  5.534  0.314 0.539 0
 3049 11.566  9.648  -10.221  6.098  0.230 0.269 0
 6118 11.272  9.527  -10.131  5.214  0.074 0.415 0
 2305 11.659 10.149  -10.199  6.194  0.296 0.655 0
 2974 11.663 10.049  -10.497  5.931  0.153 0.553 0
 1434 11.841 10.253  -11.218  7.367  0.109 0.356 0
  833 12.307 10.764  -10.371  7.897  0.219 0.566 0
 2663 11.685  9.951  -11.836  6.804  0.163 0.362 0
 2039 11.800  9.909  -10.170  6.616  0.167 0.187 0
 1843 11.861 10.126  -10.866  6.673  0.235 0.237 0
 3243 11.622  9.727  -10.101  6.328  0.088 0.412 0
 4206 11.454  9.671  -10.408  5.308  0.194 0.329 0
 3387 11.533  8.760  -10.067  5.991  0.204 0.197 0
 1096 12.162 10.448  -11.401  7.443  0.192 0.165 0
 3817 11.484  9.555  -10.069  5.964  0.277 0.314 0
 5256 11.321  9.528  -10.263  5.911  0.229 0.241 0
 2681 11.643  9.800  -10.049  5.691  0.210 0.416 0
 3823 11.466  9.670  -10.176  5.500  0.243 0.492 0
 1664 11.933 10.418  -10.224  6.407  0.209 0.657 0
  252 12.809 11.016  -11.296  8.306  0.465 0.316 0
 4312 11.458  9.513  -11.063  6.318  0.021 0.264 0
 1876 11.729  9.966  -10.440  6.754  0.348 0.279 0
 1533 11.970  9.966  -9.726  6.164  0.293 0.424 0
 3852 11.494  9.642  -10.122  6.165  0.152 0.435 0
 1620 11.962 10.320  -11.131  6.972  0.127 0.455 0
  155 13.056 11.016  -11.686  8.608  0.575 0.182 0
   41 13.516 11.406  -10.380  8.965  0.895 0.441 0
 2485 11.677  9.543  -10.275  6.082  0.243 0.168 0
 1782 11.864 10.172  -10.587  6.379  0.186 0.646 0
 1182 12.045 10.219  -10.049  6.877  0.244 0.531 0
  507 12.366 10.689  -10.301  7.126  0.298 0.679 0
  578 12.415 10.724  -11.266  7.858  0.169 0.242 0
 3031 11.609 10.241  -10.452  5.909  0.120 0.633 0
 1592 11.969 10.379  -11.561  7.531  0.145 0.411 0
 3013 11.514  9.626  -10.043  5.690  0.103 0.316 0
 1288 12.048 10.462  -10.171  6.870  0.324 0.561 0
 1689 11.919 10.116  -9.911  6.604  0.267 0.485 0
 2821 11.636  9.844  -9.938  6.029  0.261 0.452 0
  947 12.244 10.448  -11.600  7.645  0.193 0.447 0
  707 12.388 10.579  -10.995  7.606  0.242 0.616 0
 3770 11.518  9.768  -10.212  5.302  0.196 0.368 0
 2490 11.783 10.048  -13.000  7.248  0.037 0.173 0
 7734 11.177  9.620  -13.000  6.052  0.014 0.217 0
  465 12.605 10.539  -10.518  7.952  0.242 0.170 0
 3544 11.507  9.484  -10.688  5.645  0.217 0.186 0
 1218 12.067 10.184  -9.863  6.383  0.344 0.574 0
 2803 11.652  9.670  -11.134  6.705  0.046 0.196 0
 1439 11.991 10.279  -13.000  7.246  0.096 0.302 0
 3509 11.521 10.134  -11.039  6.809  0.075 0.470 0
 3637 11.546  9.787  -10.232  5.765  0.229 0.546 0
  263 12.828 10.990  -13.000  8.241  0.301 0.192 0
 5058 11.348  9.859  -10.562  6.095  0.071 0.500 0
 4948 11.395  9.604  -10.356  5.557  0.082 0.438 0
 2706 11.716 10.147  -10.465  6.325  0.086 0.518 0
 3099 11.644 10.012  -10.504  6.266  0.080 0.574 0
 1574 11.978 10.474  -10.786  7.110  0.071 0.656 0
 4745 11.321  9.566  -10.040  6.301  0.301 0.304 0
 4711 11.355  9.529  -9.911  5.865  0.232 0.535 0
 2783 11.567  9.673  -9.980  6.200  0.248 0.418 0
   97 13.212 11.097  -11.586  8.682  0.777 0.160 0
 4535 11.408  9.611  -10.242  5.224  0.131 0.517 0
 1972 11.831 10.135  -10.110  6.503  0.237 0.502 0
 1251 12.043 10.104  -10.484  6.421  0.376 0.376 0
 1408 11.992 10.150  -10.137  6.173  0.215 0.421 0
  324 12.758 10.895  -12.053  8.261  0.242 0.318 0
 1861 11.905 10.174  -10.474  6.146  0.178 0.609 0
 3405 11.593  9.881  -10.572  6.514  0.052 0.279 0
  445 12.580 10.726  -13.000  7.982  0.162 0.196 0
 2866 11.548  9.292  -10.064  6.116  0.359 0.190 0
   65 13.353 11.031  -11.037  8.728  0.704 0.149 0
 1477 11.983 10.545  -10.501  6.872  0.220 0.686 0
 2863 11.606  9.310  -9.656  5.492  0.340 0.578 0
 2846 11.669  9.899  -10.232  6.073  0.096 0.563 0
 5479 11.351  9.524  -10.122  6.237  0.084 0.506 0
 4646 11.421  9.540  -10.041  5.709  0.140 0.264 0
  790 12.096 10.534  -10.803  7.227  0.184 0.686 0
  701 12.361 10.645  -10.240  7.502  0.355 0.582 0
 4684 11.436  9.569  -10.360  6.025  0.049 0.515 0
 2816 11.625  9.948  -9.885  6.331  0.084 0.439 0
 1996 11.787 10.063  -10.152  6.558  0.176 0.439 0
 3455 11.514  9.554  -9.809  5.785  0.151 0.340 0
 4171 11.459  9.691  -10.263  5.787  0.144 0.325 0
 5014 11.374  9.596  -10.273  5.519  0.088 0.464 0
 2859 11.632  9.838  -10.293  6.061  0.161 0.611 0
 1778 11.926  9.946  -10.070  6.819  0.168 0.461 0
  318 12.613 10.648  -13.000  8.097  0.302 0.149 0
  131 13.135 11.048  -10.587  8.407  0.680 0.221 0
 3788 11.524  9.752  -10.255  6.421  0.088 0.282 0
 2194 11.865 10.046  -13.000  7.182  0.002 0.321 0
 1680 11.909  9.809  -9.949  6.476  0.211 0.400 0
  734 12.138 10.372  -10.855  7.542  0.282 0.198 0
 2862 11.583  9.896  -10.128  6.317  0.203 0.176 0
  322 12.757 10.802  -10.362  8.240  0.309 0.295 0
 4284 11.431  9.637  -9.772  6.079  0.153 0.636 0
 2175 11.804 10.134  -10.194  5.995  0.161 0.559 0
 2823 11.613  9.972  -9.732  6.062  0.284 0.362 0
  427 12.607 10.792  -10.909  7.899  0.263 0.147 0
 2904 11.548  9.863  -9.907  6.047  0.294 0.236 0
 3332 11.527  9.829  -10.345  6.016  0.269 0.500 0
 3206 11.568  9.795  -10.267  5.977  0.218 0.311 0
  179 12.992 10.990  -11.515  8.531  0.320 0.179 0
 4291 11.430  9.555  -10.436  6.112  0.101 0.240 0
  518 12.462 10.548  -10.045  7.019  0.483 0.611 0
 4044 11.500  9.485  -10.720  5.904  0.214 0.220 0
 1303 12.105 10.158  -10.358  6.755  0.228 0.268 0
 1753 11.953 10.227  -10.739  7.321  0.150 0.410 0
   79 13.263 11.131  -10.549  8.635  0.674 0.249 0
 1946 11.792  9.976  -9.927  6.451  0.247 0.451 0
 1431 11.979 10.328  -10.096  6.238  0.276 0.530 0
 1273 11.592  9.785  -10.146  6.005  0.223 0.342 0
 3339 11.581  9.964  -10.275  5.792  0.085 0.458 0
 3408 11.552  9.652  -9.801  6.070  0.101 0.483 0
 3190 11.543  9.681  -9.756  5.521  0.368 0.410 0
 1670 11.959 10.270  -10.425  7.476  0.115 0.233 0
 1695 11.907 10.233  -10.416  6.903  0.241 0.430 0
  211 12.867 10.900  -13.000  8.296  0.462 0.185 0
  843 12.307 10.337  -10.254  7.089  0.265 0.530 0
 1190 11.996 10.222  -10.683  7.028  0.176 0.280 0
 1144 12.150 10.427  -11.166  7.383  0.214 0.416 0
  616 12.399 10.579  -10.310  7.762  0.307 0.365 0
  917 12.200 10.708  -10.120  6.851  0.377 0.758 0
 1727 11.840 10.044  -9.829  6.184  0.284 0.524 0
 5209 11.362  9.741  -10.605  6.206  0.064 0.401 0
 1773 11.831 10.176  -10.123  6.573  0.345 0.587 0
  968 12.210 10.741  -10.209  6.544  0.310 0.728 0
  855 12.196 10.421  -10.411  6.969  0.458 0.312 0
  886 12.137 10.447  -10.353  7.164  0.337 0.488 0
  733 12.337 10.595  -10.362  7.514  0.342 0.516 0
 2730 11.627  9.534  -10.016  6.261  0.344 0.376 0
  937 12.179 10.701  -10.015  7.015  0.451 0.625 0
 2310 11.814  9.974  -11.274  6.924  0.054 0.182 0
 3131 11.536  9.475  -9.861  5.959  0.289 0.353 0
 1209 12.076 10.322  -10.678  7.092  0.321 0.228 0
  627 12.495 10.779  -13.000  8.009  0.018 0.153 0
  866 12.227 10.511  -10.296  7.337  0.287 0.186 0
 1826 11.864 10.134  -10.722  7.253  0.153 0.298 0
 3138 11.494  9.628  -9.993  6.059  0.252 0.463 0
 1126 11.981 10.281  -10.205  6.426  0.346 0.492 0
  835 12.254 10.592  -10.122  6.876  0.321 0.647 0
 2960 11.652  9.920  -10.334  5.862  0.174 0.534 0
 2337 11.802 10.076  -10.512  7.145  0.011 0.334 0
 6915 11.210  9.567  -10.365  5.975  0.056 0.377 0
  303 12.641 10.853  -11.166  7.959  0.390 0.156 0
  725 12.323 10.414  -11.911  7.588  0.251 0.200 0
 3008 11.515  9.671  -10.064  5.898  0.221 0.588 0
 2161 11.741 10.104  -10.310  6.897  0.156 0.423 0
 2349 11.766 10.137  -10.152  6.432  0.187 0.588 0
  472 12.531 10.759  -10.544  7.796  0.415 0.602 0
  448 12.466 10.805  -10.520  7.691  0.377 0.609 0
 2734 11.721  9.782  -13.000  6.904  0.039 0.162 0
 3948 11.505  9.666  -10.473  6.174  0.177 0.313 0
  914 12.185 10.346  -9.809  6.367  0.413 0.674 0
 1637 11.831 10.161  -10.331  7.025  0.218 0.277 0
  381 12.683 10.816  -12.033  7.986  0.315 0.250 0
 4143 11.450  9.559  -9.881  5.960  0.151 0.490 0
 3172 11.587  9.810  -10.294  6.040  0.116 0.289 0
 3607 11.510  9.389  -10.048  5.798  0.340 0.493 0
  395 12.459 10.527  -9.963  7.144  0.348 0.517 0
  864 12.295 10.181  -10.436  7.799  0.174 0.382 0
 1428 11.980 10.213  -9.923  6.365  0.314 0.404 0
 3643 11.542  9.440  -10.208  6.054  0.258 0.392 0
 2607 11.689  9.950  -10.139  6.084  0.213 0.575 0
 2198 11.785 10.052  -10.278  6.284  0.293 0.609 0
 2840 11.630 10.003  -10.253  6.293  0.206 0.378 0
 3584 11.528  9.754  -10.037  5.492  0.104 0.522 0
 4407 11.445  9.823  -10.490  5.492  0.206 0.597 0
 2489 11.704  9.812  -9.830  6.118  0.189 0.514 0
 4460 11.439  9.659  -10.174  5.517  0.163 0.661 0
 2268 11.816  9.893  -9.990  6.316  0.149 0.481 0
  672 12.417 10.785  -10.470  7.748  0.293 0.461 0
  454 12.505 10.793  -10.311  7.791  0.298 0.586 0
 2557 11.563  9.445  -9.932  6.289  0.258 0.265 0
 2471 11.643  9.802  -10.153  5.831  0.272 0.480 0
 2785 11.622  9.877  -9.896  5.851  0.176 0.425 0
 3659 11.529  9.909  -10.269  5.774  0.095 0.350 0
 1855 11.782  9.850  -10.160  6.193  0.305 0.463 0
13482 10.772  9.594  -10.521  5.182  0.050 0.394 0
   85 13.251 11.239  -10.595  8.594  0.679 0.365 0
 3480 11.475  9.639  -9.874  5.917  0.318 0.295 0
 3673 11.523  9.491  -10.703  5.929  0.145 0.173 0
  877 12.330 10.400  -10.710  7.866  0.122 0.275 0
 2158 11.756 10.142  -10.384  6.351  0.208 0.572 0
 3007 11.637  9.742  -10.151  6.386  0.176 0.303 0
 4007 11.383  9.799  -10.212  5.968  0.244 0.611 0
 1186 12.128 10.189  -10.047  6.925  0.236 0.519 0
 2439 11.667 10.163  -10.157  6.452  0.215 0.666 0
 1389 11.999 10.267  -10.484  7.013  0.330 0.449 0
  408 12.642 10.826  -10.266  7.474  0.410 0.709 0
 1910 11.717 10.060  -10.271  6.717  0.151 0.499 0
 4909 11.372  9.522  -9.950  5.681  0.114 0.464 0
 2606 11.751  9.996  -10.559  6.846  0.094 0.225 0
 1193 12.061 10.482  -10.864  7.121  0.270 0.555 0
 2377 11.697  9.745  -10.017  6.042  0.211 0.399 0
 4605 11.438  9.589  -10.438  5.730  0.033 0.196 0
 3558 11.541  9.680  -9.924  6.271  0.205 0.495 0
 3534 11.455  9.523  -9.963  6.189  0.129 0.238 0
 2563 11.677  9.988  -9.969  5.664  0.210 0.459 0
 1663 11.901 10.157  -10.259  6.521  0.322 0.603 0
 3248 11.516  9.533  -9.631  5.891  0.119 0.470 0
 1322 12.105 10.600  -13.000  7.878  0.060 0.247 0
 2712 11.689 10.072  -10.447  5.793  0.114 0.274 0
 2989 11.683  9.199  -9.666  5.520  0.185 0.508 0
 5495 11.349  9.577  -10.894  6.088  0.070 0.171 0
 1792 11.861 10.135  -10.096  5.972  0.200 0.599 0
 3001 11.587  9.881  -10.090  5.578  0.123 0.618 0
 3592 11.554  9.694  -10.261  6.116  0.105 0.472 0
 1055 12.054 10.466  -10.636  7.256  0.230 0.461 0
 4775 11.389  9.672  -10.384  6.041  0.134 0.368 0
 6667 11.242  9.571  -13.000  5.743  0.089 0.226 0
 2240 11.817  9.967  -9.879  6.129  0.201 0.598 0
 4097 11.425  9.809  -10.215  6.055  0.323 0.365 0
  330 12.308 10.714  -10.141  7.336  0.489 0.514 0
  268 12.739 10.955  -13.000  7.947  0.468 0.159 0
 2261 11.767 10.123  -10.649  6.838  0.125 0.426 0
  970 12.180 10.466  -10.315  6.186  0.365 0.314 0
 1548 11.891 10.336  -11.193  6.738  0.252 0.603 0
 2735 11.629  9.657  -10.490  6.443  0.166 0.233 0
24269  9.983  9.703  -13.000  6.313  0.262 0.235 0
  444 12.366 10.533  -10.519  7.812  0.183 0.209 0
 3888 11.452  9.528  -10.417  6.122  0.268 0.234 0
  145 13.084 11.011  -13.000  8.313  0.501 0.160 0
 2943 11.646  9.633  -10.442  6.215  0.256 0.377 0
 2789 11.655 10.055  -10.680  6.343  0.102 0.381 0
 5384 11.366  9.603  -10.366  5.743  0.048 0.467 0
 1364 11.949 10.019  -9.709  6.413  0.365 0.510 0
 3345 11.646  9.356  -10.411  5.711  0.102 0.192 0
   49 13.438 11.149  -11.837  8.772  0.759 0.172 0
 2865 11.545  9.129  -10.087  5.937  0.240 0.181 0
 3464 11.554  9.656  -10.348  6.262  0.122 0.226 0
  151 12.970 11.126  -10.463  8.307  0.494 0.342 0
 3551 11.517  9.795  -10.202  6.039  0.147 0.411 0
  994 11.926 10.354  -10.038  6.327  0.232 0.674 0
  360 12.695 10.933  -13.000  8.183  0.181 0.138 0
  319 12.624 10.911  -10.284  7.673  0.574 0.370 0
 2740 11.673 10.021  -10.251  5.915  0.175 0.420 0
 5162 11.400  9.696  -10.853  5.682  0.041 0.473 0
 2177 11.805  9.564  -9.804  6.116  0.254 0.258 0
  940 12.176 10.586  -10.096  6.650  0.400 0.679 0
 4189 11.466  9.678  -10.209  5.562  0.091 0.560 0
 1139 12.163 10.604  -10.504  7.848  0.080 0.517 0
 3427 11.563  9.667  -10.269  5.716  0.195 0.502 0
 1878 11.792  9.662  -10.102  5.967  0.235 0.393 0
 4204 11.400  9.546  -13.000  6.229  0.066 0.206 0
 3842 11.501  9.722  -10.679  5.656  0.291 0.217 0
 1374 12.035 10.378  -10.239  7.099  0.162 0.421 0
  690 12.378 10.842  -10.327  7.364  0.325 0.636 0
 2319 11.697 10.040  -10.140  6.015  0.283 0.270 0
  115 13.118 11.113  -11.108  8.548  0.589 0.321 0
  417 12.612 10.910  -10.865  8.008  0.296 0.270 0
 3237 11.528  9.750  -10.427  6.413  0.213 0.192 0
  760 12.342 10.624  -11.057  7.688  0.262 0.379 0
 2465 11.617 10.105  -10.102  6.273  0.225 0.602 0
 1253 12.102 10.276  -12.443  7.556  0.119 0.297 0
 5760 11.302  9.629  -9.834  5.748  0.110 0.431 0
 4393 11.440  9.578  -10.818  5.940  0.072 0.469 0
 2055 11.859 10.207  -10.544  6.780  0.182 0.407 0
 5044 11.385  9.719  -10.283  5.506  0.047 0.496 0
 2796 11.683  9.809  -10.730  6.602  0.069 0.154 0
 4226 11.447  9.831  -10.652  5.492  0.089 0.520 0
 2755 11.680  9.929  -11.183  6.958  0.055 0.221 0
 2940 11.405  9.544  -10.353  5.721  0.139 0.343 0
 4305 11.475  9.539  -13.000  6.554  0.025 0.158 0
 2555 11.613  9.799  -9.958  6.108  0.204 0.378 0
 4979 11.374  9.503  -10.440  6.072  0.116 0.237 0
 2278 11.659  9.853  -9.728  6.376  0.248 0.176 0
 1335 12.096 10.397  -10.561  7.266  0.180 0.503 0
 2429 11.652  9.945  -9.872  6.335  0.187 0.659 0
 3395 11.597  9.826  -13.000  6.680  0.038 0.253 0
 3909 11.458  9.754  -10.171  5.727  0.302 0.501 0
 2802 11.663  9.904  -10.192  6.124  0.161 0.327 0
 2466 11.628  9.859  -9.691  5.883  0.195 0.653 0
 3386 11.576  9.544  -10.502  6.282  0.104 0.261 0
 4201 11.476  9.557  -10.288  6.338  0.128 0.344 0
  704 12.402 10.727  -11.422  7.999  0.144 0.330 0
 2794 11.601  9.862  -9.807  5.862  0.142 0.323 0
 2772 11.671  9.823  -10.360  6.654  0.133 0.306 0
 1320 11.963 10.225  -10.147  6.874  0.341 0.463 0
 3706 11.473  9.525  -9.819  5.794  0.210 0.432 0
 3865 11.403  9.568  -10.112  5.500  0.318 0.513 0
 3249 11.575  9.770  -10.182  5.848  0.281 0.590 0
 2739 11.680 10.085  -10.167  6.354  0.178 0.430 0
  488 12.373 10.314  -9.949  7.258  0.493 0.432 0
 3836 11.502  9.329  -10.203  5.472  0.163 0.194 0
 2656 11.567  9.507  -9.516  5.952  0.301 0.243 0
 4824 11.384  9.688  -10.121  5.723  0.154 0.589 0
 1698 11.664  9.771  -10.892  6.429  0.172 0.169 0
 3329 11.611  9.699  -10.596  6.593  0.121 0.174 0
 1321 12.006 10.351  -10.178  6.900  0.272 0.521 0
 2598 11.700  9.982  -10.255  6.440  0.250 0.504 0
 1216 12.092 10.437  -10.424  7.082  0.234 0.271 0
 2016 11.809  9.962  -10.026  6.060  0.284 0.420 0
 2265 11.758 10.104  -10.203  7.047  0.125 0.539 0
 3727 11.486  9.588  -10.033  6.042  0.303 0.318 0
 4030 11.486  9.594  -10.328  6.045  0.127 0.257 0
 4319 11.350  9.511  -10.282  5.485  0.083 0.532 0
 3121 11.614  9.636  -10.199  6.462  0.175 0.296 0
 2696 11.666 10.109  -10.431  6.208  0.163 0.502 0
 2963 11.654  9.847  -10.162  5.909  0.155 0.611 0
 1145 12.036 10.492  -10.169  6.942  0.269 0.516 0
 3537 11.497  9.674  -10.037  5.269  0.259 0.599 0
 1563 12.006 10.153  -10.988  7.573  0.075 0.400 0
 1395 11.923 10.257  -10.262  6.727  0.181 0.640 0
  191 12.894 10.860  -10.618  8.276  0.420 0.276 0
 2890 11.620  9.707  -9.933  6.132  0.185 0.578 0
 2011 11.813 10.084  -10.330  6.280  0.267 0.600 0
 1315 11.655  9.878  -9.966  5.928  0.394 0.417 0
 1738 11.925 10.281  -13.000  7.205  0.005 0.392 0
 3133 11.479  9.861  -10.631  5.689  0.135 0.552 0
  366 12.752 10.505  -12.441  7.943  0.208 0.185 0
 1214 12.057 10.397  -10.735  7.000  0.249 0.708 0
15328 10.729  9.506  -13.000  5.169  0.032 0.245 0
 4667 11.435  9.655  -10.304  5.815  0.058 0.536 0
  950 12.208 10.409  -10.398  7.201  0.183 0.394 0
 3428 11.570  9.444  -9.862  6.190  0.181 0.227 0
 3161 11.559  9.728  -10.281  5.842  0.277 0.428 0
 1080 12.190 10.565  -11.795  7.605  0.113 0.390 0
 5204 11.359  9.689  -10.525  5.503  0.060 0.527 0
 3100 11.568  9.634  -10.159  6.021  0.201 0.160 0
 2336 11.732  9.970  -10.800  6.651  0.114 0.201 0
 1469 12.018 10.389  -11.453  7.454  0.118 0.346 0
  540 12.346 10.725  -13.000  7.903  0.099 0.367 0
 2807 11.611  9.802  -10.162  5.968  0.214 0.316 0
 4196 11.460  9.731  -10.087  5.716  0.094 0.681 0
 3663 11.464  9.610  -10.409  5.969  0.170 0.561 0
 1215 12.066 10.280  -10.272  6.832  0.264 0.189 0
 2444 11.766 10.063  -10.390  6.597  0.129 0.510 0
  857 11.978 10.487  -10.062  6.457  0.355 0.636 0
 3961 11.467  9.726  -10.182  5.916  0.128 0.228 0
 2873 11.616  9.606  -9.950  6.205  0.429 0.362 0
 2636 11.707 10.276  -10.310  7.014  0.114 0.530 0
 1057 12.156 10.344  -9.989  6.558  0.314 0.625 0
 2493 11.728  9.792  -9.987  6.384  0.230 0.220 0
 2869 11.620  9.772  -10.207  6.282  0.284 0.390 0
  600 12.463 10.788  -10.515  7.672  0.377 0.319 0
