specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment|groupfilename
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1393.7602|-0.00041|13.513|0.174|72.6|26.494|89.66|23.89|2|2|2|-89.6557|89.6557|1392.776122754051|1393.6097564431489|266|289|-0.00011|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1402.7729|-0.00041|13.513|0.0|72.6|0.0|89.66|0.0|2|2|2|-89.6557|89.6557|1401.7824592540783|1402.6214836053216|512|535|-0.00011|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1393.7602|0.00019|13.049|0.483|55.6|39.68|24.9|41.239|3|3|3|-83.9085|83.9085|1393.6311397165769|1394.411334979139|290|311|0.00027|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1402.7729|0.00019|13.049|0.0|55.6|0.0|24.9|0.0|3|3|3|-83.9085|83.9085|1402.6430051529148|1403.4282455199668|535|557|0.00027|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1190.4158|0.20012|13.328|0.043|61.342|7.735|8.84|5.406|2|2|2|-90.8051|90.8051|1428.2854312964707|1429.0065690227611|1234|1254|0.20016|SiII|b|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1193.2897|0.20012|13.328|0.0|61.342|0.0|8.84|0.0|2|2|2|-90.8051|90.8051|1431.733595795802|1432.456474491686|1328|1348|0.20016|SiII|b|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1260.4221|0.20012|13.328|0.0|61.342|0.0|8.84|0.0|2|2|2|-90.8051|90.8051|1512.280434041705|1513.043980633879|3524|3544|0.20016|SiII|b|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1304.3702|0.20012|13.328|0.0|61.342|0.0|8.84|0.0|2|2|2|-90.8051|90.8051|1565.0102709299256|1565.8004406842826|4961|4982|0.20016|SiII|b|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1526.707|-0.00016|14.882|0.077|45.7|6.043|8.162|4.27|2|2|2|-65.5176|65.5176|1526.1324647521212|1526.7997675869588|3901|3919|-0.00013|SiII|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1526.707|0.00026|14.185|0.09|33.477|9.149|-9.579|6.689|3|3|3|-52.8739|52.8739|1526.8348795032937|1527.3734050805265|3920|3935|0.00023|SiII|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1548.204|4e-05|14.14|0.038|60.8|6.516|12.563|4.593|2|2|2|-91.9145|91.9145|1547.789756700596|1548.7390961036438|4491|4517|8e-05|C IV|a|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1550.781|4e-05|14.14|0.0|60.8|0.0|12.563|0.0|2|2|2|-91.9145|91.9145|1550.3660671887599|1551.3169867760998|4562|4588|8e-05|C IV|a|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1548.204|0.00287|13.894|0.073|85.0|18.333|-20.329|12.309|2|2|2|-121.9459|121.9459|1552.0141025820099|1553.2736214599902|4607|4641|0.0028|C IV|b|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1550.781|0.00287|13.894|0.0|85.0|0.0|-20.329|0.0|2|2|2|-121.9459|121.9459|1554.597444533299|1555.859059892201|4677|4711|0.0028|C IV|b|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1670.7886|-0.00023|13.533|0.109|51.0|14.199|28.804|11.398|2|2|2|-66.667|66.667|1670.0317207757141|1670.7748112746501|7823|7843|-0.00013|AlII|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_method1_jwnorm.fits|1670.7886|0.00027|13.027|0.199|40.8|20.544|-10.108|17.438|3|3|3|-71.2648|71.2648|1670.8388677045136|1671.6332066696468|7845|7867|0.00023|AlII|b|--|./component_groups/input_group_6.VP
