,specfile,restwave,zsys,col,sigcol,bval,sigbval,vel,sigvel,nflag,bflag,vflag,vlim1,vlim2,wobs1,wobs2,pix1,pix2,z_comp,trans,rely,comment 
0,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1425.03,-0.0014,13.946,0.048,18.717,3.211,-5.644,2.01,2,2,2,-78.5843,78.5843,1422.6666604083302,1423.4137438124696,1054,1074,-0.00142,S I,b,-- 
1,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1670.7886,-4e-05,13.504,0.052,45.2,5.573,-3.337,4.106,2,2,2,-98.8641,98.8641,1670.172488114826,1671.2744572059182,7800,7830,-5e-05,AlII,b,-- 
2,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1670.7886,0.00039,12.705,0.155,41.5,18.139,-22.276,13.251,3,3,3,-54.502,54.502,1671.133184939286,1671.7406806774025,7826,7842,0.00031,AlII,b,-- 
3,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1425.03,0.00223,13.825,0.143,51.0,17.151,1.36,12.991,2,2,2,-60.8394,60.8394,1427.9140777545072,1428.4924643540928,1197,1213,0.00223,S I,b,-- 
4,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1425.03,0.00279,14.563,0.031,85.0,7.303,-12.075,5.388,3,3,3,-116.6089,116.6089,1428.4460599388942,1429.5546347301054,1211,1242,0.00275,S I,b,-- 
5,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1526.707,-3e-05,14.791,0.031,51.69,2.86,3.52,1.788,2,2,2,-87.4567,87.4567,1526.208569629807,1527.099324233693,3876,3900,-2e-05,SiII,b,-- 
6,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1526.707,0.0004,13.853,0.066,20.0,5.009,-2.226,3.202,3,3,3,-34.2222,34.2222,1527.138061184402,1527.486617466598,3901,3911,0.00039,SiII,b,-- 
7,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1393.7602,-0.00017,13.428,0.216,41.9,14.413,38.216,16.709,2,2,2,-87.4567,87.4567,1393.1166115058802,1393.9297985253036,248,271,-4e-05,SiIV,b,-- 
8,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1402.7729,-0.00017,13.428,0.0,41.9,0.0,38.216,0.0,2,2,2,-87.4567,87.4567,1402.1251497641251,1402.9435952280428,494,516,-4e-05,SiIV,b,-- 
9,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1393.7602,0.00033,13.042,0.52,39.2,29.351,-43.266,35.157,3,3,3,-72.2468,72.2468,1393.8826566287112,1394.5544194548288,269,288,0.00018,SiIV,c,-- 
10,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1402.7729,0.00033,13.042,0.0,39.2,0.0,-43.266,0.0,3,3,3,-72.2468,72.2468,1402.8961484900783,1403.5722552462514,515,533,0.00018,SiIV,c,-- 
11,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1425.03,-0.00237,13.733,0.073,20.0,5.377,-11.991,3.503,2,2,2,-82.3867,82.3867,1421.26255919528,1422.04579116772,1016,1037,-0.00241,S I,c,-- 
12,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1548.204,2e-05,14.075,0.031,51.7,4.817,9.63,3.32,2,2,2,-82.3867,82.3867,1547.8154434483722,1548.666374918348,4465,4488,6e-05,C IV,a,-- 
13,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1550.781,2e-05,14.075,0.0,51.7,0.0,9.63,0.0,2,2,2,-82.3867,82.3867,1550.3917966923675,1551.2441445457127,4535,4558,6e-05,C IV,a,-- 
14,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1548.204,0.00046,13.563,0.076,21.264,6.169,4.694,3.93,3,3,3,-42.7721,42.7721,1548.6964955077322,1549.138267370508,4489,4501,0.00048,C IV,a,-- 
15,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1550.781,0.00046,13.563,0.0,21.264,0.0,4.694,0.0,3,3,3,-42.7721,42.7721,1551.2743152710989,1551.7168224672612,4559,4571,0.00048,C IV,a,-- 
16,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1548.204,0.00229,13.436,0.104,22.952,8.902,-21.285,5.88,4,4,4,-33.6716,33.6716,1551.5709158261443,1551.918693126175,4567,4577,0.00222,C IV,b,-- 
17,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_method1_jwnorm.fits,1550.781,0.00229,13.436,0.0,22.952,0.0,-21.285,0.0,4,4,4,-33.6716,33.6716,1554.1535200889446,1554.501876267535,4638,4647,0.00222,C IV,b,-- 
