specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment|groupfilename
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1393.7602|-0.00014|13.376|0.059|79.636|13.053|-12.988|9.139|2|2|2|-116.6142|116.6142|1393.0169869887586|1394.1012853183372|273|303|-0.00019|SiIV|b|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1402.7729|-0.00014|13.376|0.0|79.636|0.0|-12.988|0.0|2|2|2|-116.6142|116.6142|1402.0248810286612|1403.1161909342304|519|548|-0.00019|SiIV|b|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1393.7602|0.00635|12.969|0.098|31.3|9.757|12.265|6.6|3|3|3|-78.1315|78.1315|1402.2406473457183|1402.9671270963613|524|544|0.00639|SiIV|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1402.7729|0.00635|12.969|0.0|31.3|0.0|12.265|0.0|3|3|3|-78.1315|78.1315|1411.3081858522223|1412.0393633579374|772|791|0.00639|SiIV|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1548.204|0.00443|13.88|0.053|35.261|6.057|7.423|4.006|2|2|2|-54.7802|54.7802|1554.7861783470723|1555.3519759346875|4682|4698|0.00446|C IV|a|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1550.781|0.00443|13.88|0.0|35.261|0.0|7.423|0.0|2|2|2|-54.7802|54.7802|1557.3741344443313|1557.940873807309|4753|4768|0.00446|C IV|a|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1670.7886|-0.00012|13.579|0.07|38.208|3.485|8.922|2.22|2|2|2|-99.1221|99.1221|1670.04064519167|1671.1454900286144|7823|7854|-9e-05|AlII|a|--|./component_groups/input_group_12.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1393.7602|0.00415|13.02|0.072|17.8|5.211|7.229|3.234|2|2|2|-52.4764|52.4764|1399.300421284966|1399.7883556262577|444|458|0.00417|SiIV|c|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1402.7729|0.00415|13.02|0.0|17.8|0.0|7.229|0.0|2|2|2|-52.4764|52.4764|1408.3489469258295|1408.8400364769184|691|704|0.00417|SiIV|c|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1393.7602|0.00448|13.406|0.037|31.215|3.851|-6.989|2.507|3|3|3|-62.9717|62.9717|1399.714495520275|1400.3000169157888|456|472|0.00446|SiIV|a|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1402.7729|0.00448|13.406|0.0|31.215|0.0|-6.989|0.0|3|3|3|-62.9717|62.9717|1408.7656987572277|1409.3550064057004|702|718|0.00446|SiIV|a|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.4103|13.947|0.027|51.758|4.105|12.927|2.76|2|2|2|-93.2914|93.2914|1446.2595868340795|1446.8979688713562|1724|1742|0.41036|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.4103|13.947|0.0|51.758|0.0|12.927|0.0|2|2|2|-93.2914|93.2914|1714.0843709208846|1714.8409713837154|9024|9044|0.41036|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.41112|13.598|0.051|17.259|2.864|6.104|1.866|3|3|3|-41.9811|41.9811|1447.2704798994318|1447.55775161092|1752|1760|0.41115|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.41112|13.598|0.0|17.259|0.0|6.104|0.0|3|3|3|-41.9811|41.9811|1715.2824656611142|1715.6229356260858|9056|9066|0.41115|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.41465|13.66|0.098|62.6|16.027|46.877|12.611|2|2|2|-64.1378|64.1378|1450.8156355397182|1451.2545229337375|1848|1860|0.41487|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.41465|13.66|0.0|62.6|0.0|46.877|0.0|2|2|2|-64.1378|64.1378|1719.4841289937658|1720.004291507834|9171|9185|0.41487|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.41535|14.754|0.026|46.973|3.319|31.69|2.331|3|3|3|-53.6425|53.6425|1451.5688628953162|1451.9359321903917|1869|1879|0.4155|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.41535|14.754|0.0|46.973|0.0|31.69|0.0|3|3|3|-53.6425|53.6425|1720.3768423418635|1720.811887161937|9195|9207|0.4155|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.41584|13.539|0.199|54.0|27.784|44.31|17.718|4|4|4|-44.3134|44.3134|1452.1091195254203|1452.4123508904836|1884|1892|0.41605|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.41584|13.539|0.0|54.0|0.0|44.31|0.0|4|4|4|-44.3134|44.3134|1721.0171460981032|1721.376531196297|9213|9223|0.41605|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.41694|13.942|0.222|68.9|18.498|0.969|25.576|2|2|2|-69.9685|69.9685|1453.1516572077792|1453.6304433935927|1912|1925|0.41695|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.41694|13.942|0.0|68.9|0.0|0.969|0.0|2|2|2|-69.9685|69.9685|1722.2527455462905|1722.82019548791|9246|9262|0.41695|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1025.7222|0.41769|14.204|0.124|73.287|12.795|-42.055|17.09|3|3|3|-79.2976|79.2976|1453.888906806109|1454.4315309219346|1932|1947|0.4175|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1215.67|0.41769|14.204|0.0|73.287|0.0|-42.055|0.0|3|3|3|-79.2976|79.2976|1723.1265223049504|1723.7696319684499|9270|9288|0.4175|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1526.707|-9e-05|14.797|0.151|27.829|3.571|0.739|1.499|2|2|2|-82.7961|82.7961|1526.1541976213964|1526.997483581864|3902|3925|-8e-05|SiII|a|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1526.707|0.00102|14.036|0.049|36.123|5.601|6.078|3.862|2|2|2|-67.1769|67.1769|1527.916796185855|1528.6009991451454|3950|3968|0.00104|SiII|b|--|./component_groups/input_group_7.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1526.707|0.00454|13.542|0.113|18.827|9.061|-11.784|5.554|2|2|2|-43.1473|43.1473|1533.419695717499|1533.859154971281|4100|4112|0.0045|SiII|c|--|./component_groups/input_group_8.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1548.204|-0.00042|13.867|0.054|28.087|5.151|25.474|3.427|3|3|3|-54.8087|54.8087|1547.2777526731913|1547.8438446232085|4477|4493|-0.00033|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1550.781|-0.00042|13.867|0.0|28.087|0.0|25.474|0.0|3|3|3|-54.8087|54.8087|1549.8532109258756|1550.4202451412243|4548|4563|-0.00033|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1548.204|-3e-05|13.913|0.058|39.0|8.343|3.882|4.469|2|2|2|-38.4827|38.4827|1547.9642846541108|1548.361753426129|4496|4507|-1e-05|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1550.781|-3e-05|13.913|0.0|39.0|0.0|3.882|0.0|2|2|2|-38.4827|38.4827|1550.5408856456816|1550.9390160081784|4566|4577|-1e-05|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1548.204|0.00026|13.289|0.165|27.7|16.315|14.993|10.071|4|4|4|-39.6488|39.6488|1548.397890626919|1548.8074034690012|4508|4519|0.00031|C IV|c|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_method1_jwnorm.fits|1550.781|0.00026|13.289|0.0|27.7|0.0|14.993|0.0|4|4|4|-39.6488|39.6488|1550.975213359676|1551.3854078397042|4578|4589|0.00031|C IV|c|--|./component_groups/input_group_9.VP
