,specfile,restwave,zsys,col,sigcol,bval,sigbval,vel,sigvel,nflag,bflag,vflag,vlim1,vlim2,wobs1,wobs2,pix1,pix2,z_comp,trans,rely,comment 
0,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1526.707,-0.00016,14.921,0.151,45.7,9.842,4.568,6.528,2,2,2,-65.5176,65.5176,1526.1324647521212,1526.7997675869588,3901,3919,-0.00014,SiII,b,-- 
1,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1526.707,0.00026,14.293,0.12,36.482,12.475,-10.64,9.887,3,3,3,-52.8739,52.8739,1526.8348795032937,1527.3734050805265,3920,3935,0.00022,SiII,b,-- 
2,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1670.7886,-0.00023,13.827,0.368,51.0,23.056,26.517,20.162,2,2,2,-66.667,66.667,1670.031720775714,1670.77481127465,7823,7843,-0.00014,AlII,b,-- 
3,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1670.7886,0.00027,13.226,0.311,40.8,27.233,-9.929,27.7,3,3,3,-71.2648,71.2648,1670.8388677045136,1671.6332066696468,7845,7867,0.00023,AlII,b,-- 
4,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1526.707,0.00248,13.472,0.251,26.7,24.449,-24.959,15.925,2,2,2,-44.8278,44.8278,1530.2639991505594,1530.720574452761,4014,4026,0.0024,SiII,b,-- 
5,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1548.204,-0.00016,13.496,0.579,4.0,4.878,1.632,5.717,2,2,2,-31.0347,31.0347,1547.7934772732756,1548.1140193376043,4492,4500,-0.00016,C IV,c,-- 
6,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1550.781,-0.00016,13.496,0.0,4.0,0.0,1.632,0.0,2,2,2,-31.0347,31.0347,1550.3697939543674,1550.6908695639524,4562,4570,-0.00016,C IV,c,-- 
7,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1548.204,0.00025,14.126,0.063,49.492,9.986,-52.041,6.687,3,3,3,-86.2074,86.2074,1548.149647304657,1549.0400408949429,4501,4525,8e-05,C IV,b,-- 
8,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1550.781,0.00025,14.126,0.0,49.492,0.0,-52.041,0.0,3,3,3,-86.2074,86.2074,1550.7265568340888,1551.6184324928113,4571,4596,8e-05,C IV,b,-- 
9,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1548.204,0.00255,13.65,0.61,5.3,5.278,-4.231,3.866,4,4,4,-35.1967,35.1967,1551.976441256486,1552.3399705599938,4606,4615,0.00254,C IV,b,-- 
10,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1550.781,0.00255,13.65,0.0,5.3,0.0,-4.231,0.0,4,4,4,-35.1967,35.1967,1554.5597205201475,1554.9238549215722,4676,4686,0.00254,C IV,b,-- 
11,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1548.204,0.00286,13.791,0.132,52.3,23.021,-27.086,13.681,5,5,5,-50.5953,50.5953,1552.3752056571277,1552.897779482792,4616,4631,0.00277,C IV,b,-- 
12,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1550.781,0.00286,13.791,0.0,52.3,0.0,-27.086,0.0,5,5,5,-50.5953,50.5953,1554.959148667854,1555.4825923225258,4687,4701,0.00277,C IV,b,-- 
13,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1548.204,0.00315,13.04,0.573,4.0,13.301,-17.35,10.917,6,6,6,-20.898,20.898,1552.9670059085388,1553.1828510129014,4633,4638,0.00309,C IV,c,-- 
14,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1550.781,0.00315,13.04,0.0,4.0,0.0,-17.35,0.0,6,6,6,-20.898,20.898,1555.551933976304,1555.768138356856,4703,4709,0.00309,C IV,c,-- 
15,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1393.7602,-0.00041,13.484,0.344,72.6,42.884,67.175,46.878,2,2,2,-89.6557,89.6557,1392.776122754051,1393.6097564431489,266,289,-0.00018,SiIV,b,-- 
16,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1402.7729,-0.00041,13.484,0.0,72.6,0.0,67.175,0.0,2,2,2,-89.6557,89.6557,1401.7824592540785,1402.6214836053216,512,535,-0.00018,SiIV,b,-- 
17,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1393.7602,0.00019,13.156,0.717,55.6,44.128,-9.34,54.119,3,3,3,-83.9085,83.9085,1393.6311397165769,1394.411334979139,290,311,0.00016,SiIV,b,-- 
18,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1402.7729,0.00019,13.156,0.0,55.6,0.0,-9.34,0.0,3,3,3,-83.9085,83.9085,1402.6430051529148,1403.4282455199668,535,557,0.00016,SiIV,b,-- 
19,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1190.4158,0.20012,13.34,0.052,53.446,8.094,8.219,5.661,2,2,2,-90.8051,90.8051,1428.2854312964707,1429.0065690227611,1234,1254,0.20016,SiII,b,-- 
20,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1193.2897,0.20012,13.34,0.0,53.446,0.0,8.219,0.0,2,2,2,-90.8051,90.8051,1431.733595795802,1432.456474491686,1328,1348,0.20016,SiII,b,-- 
21,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1260.4221,0.20012,13.34,0.0,53.446,0.0,8.219,0.0,2,2,2,-90.8051,90.8051,1512.280434041705,1513.043980633879,3524,3544,0.20016,SiII,b,-- 
22,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1123+1257/J1123+1257_nbin3_BASIC_jwnorm.fits,1304.3702,0.20012,13.34,0.0,53.446,0.0,8.219,0.0,2,2,2,-90.8051,90.8051,1565.0102709299256,1565.8004406842826,4961,4982,0.20016,SiII,b,-- 
