,specfile,restwave,zsys,col,sigcol,bval,sigbval,vel,sigvel,nflag,bflag,vflag,vlim1,vlim2,wobs1,wobs2,pix1,pix2,z_comp,trans,rely,comment 
0,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1025.7222,0.39073,15.612,0.106,43.393,2.299,-27.3,1.295,2,2,2,-170.5161,170.5161,1425.9214502516213,1427.0882717947263,1170,1202,0.39061,H I,a,-- 
1,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1215.67,0.39073,15.612,0.0,43.393,0.0,-27.3,0.0,2,2,2,-170.5161,170.5161,1689.979927730324,1691.362826477476,8367,8405,0.39061,H I,a,-- 
2,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1215.67,0.25299,14.115,0.03,62.531,4.698,-25.373,3.498,2,2,2,-220.4652,220.4652,1522.3245047221856,1524.1124945300146,3797,3846,0.25288,H I,c,-- 
3,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1548.204,-0.0001,14.026,0.044,69.741,8.925,-3.258,6.153,2,2,2,-121.6789,121.6789,1547.422703307391,1548.6794644744489,4481,4516,-0.00011,C IV,a,-- 
4,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1550.781,-0.0001,14.026,0.0,69.741,0.0,-3.258,0.0,2,2,2,-121.6789,121.6789,1549.998402831758,1551.257255889502,4552,4586,-0.00011,C IV,a,-- 
5,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1031.9261,0.3906,13.919,0.08,40.476,10.115,3.028,6.832,2,2,2,-72.3401,72.3401,1434.743674061879,1435.241682836113,1410,1424,0.39061,O VI,a,-- 
6,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1037.6167,0.3906,13.919,0.0,40.476,0.0,3.028,0.0,2,2,2,-72.3401,72.3401,1442.6556285629006,1443.1563836275236,1626,1640,0.39061,O VI,a,-- 
7,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1560.3092,3e-05,13.203,0.301,20.0,24.127,-17.339,14.957,2,2,2,-103.3431,103.3431,1559.8187238610935,1560.894449319714,4819,4849,-3e-05,C I,a,-- 
8,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1656.9284,3e-05,13.203,0.0,20.0,0.0,-17.339,0.0,2,2,2,-103.3431,103.3431,1656.407552052634,1657.5498897783816,7452,7483,-3e-05,C I,a,-- 
9,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1206.5,0.39067,15.97,0.334,9.181,1.74,-14.426,2.165,2,2,2,-155.0146,155.0146,1677.2207852576907,1678.4684825223094,8019,8053,0.3906,SiIII,a,-- 
10,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1670.7886,-5e-05,13.693,0.139,41.578,5.806,-23.219,3.144,2,2,2,-144.6803,144.6803,1669.8924031404829,1671.505053421929,7819,7863,-0.00013,AlII,a,-- 
11,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1036.3367,0.39074,14.221,0.053,42.267,6.804,-14.458,4.723,2,2,2,-139.5131,139.5131,1440.7956942543842,1441.7602451748796,1575,1602,0.39068,C II,a,-- 
12,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1393.7602,-9e-05,13.443,0.058,59.444,10.061,-10.412,7.036,2,2,2,-129.1788,129.1788,1393.0338222261516,1394.2349483073403,273,306,-0.00012,SiIV,a,-- 
13,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1402.7729,-9e-05,13.443,0.0,59.444,0.0,-10.412,0.0,2,2,2,-129.1788,129.1788,1402.0418251305089,1403.250718250125,519,552,-0.00012,SiIV,a,-- 
14,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1025.7222,0.42009,13.898,0.064,55.227,10.579,-18.641,7.036,2,2,2,-141.2355,141.2355,1456.1369076888077,1457.103365542648,1993,2020,0.42,H I,a,-- 
15,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1220+4643/J1220+4643_nbin3_method1_jwnorm.fits,1215.67,0.42009,13.898,0.0,55.227,0.0,-18.641,0.0,2,2,2,-141.2355,141.2355,1725.790817991512,1726.9362488100885,9343,9374,0.42,H I,a,-- 
