,specfile,restwave,zsys,col,sigcol,bval,sigbval,vel,sigvel,nflag,bflag,vflag,vlim1,vlim2,wobs1,wobs2,pix1,pix2,z_comp,trans,rely,comment 
10,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.29978,12.829,0.926,4.0,20.529,12.668,16.073,2,2,2,-53.2345,53.2345,1579.892133997927,1580.3238699064736,5366,5378,0.29984,H I,c,-- 
11,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1206.5,0.20064,13.392,0.077,38.307,6.373,-12.44,4.569,2,2,2,-68.4444,68.4444,1448.2915812540784,1448.8424834959217,1780,1795,0.20059,SiIII,b,-- 
12,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.30399,13.071,4.957,49.5,195.789,44.251,275.879,2,2,2,-77.3168,77.3168,1584.909763410281,1585.5368086327194,5503,5520,0.30418,H I,b,-- 
13,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.30465,13.204,3.771,65.6,369.348,-24.577,427.879,3,3,3,-70.9793,70.9793,1585.7335860427372,1586.3092336504628,5526,5541,0.30454,H I,c,-- 
14,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.30534,13.087,0.448,38.8,53.299,-29.25,35.67,4,4,4,-73.5143,73.5143,1586.5683795202945,1587.1645861739055,5548,5565,0.30522,H I,c,-- 
15,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1670.7886,-0.00018,13.61,0.269,55.615,18.864,-16.983,12.583,2,2,2,-103.934,103.934,1669.9040569359486,1671.0625366622958,7820,7851,-0.00024,AlII,b,-- 
16,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.30808,13.014,2.881,4.0,28.107,19.182,16.912,2,2,2,-27.8847,27.8847,1590.0818408310442,1590.307987902756,5644,5650,0.30816,H I,none,-- 
17,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.30851,13.1,0.688,46.0,96.14,-25.606,66.794,3,3,3,-78.5843,78.5843,1590.4008743827096,1591.0381991280908,5653,5670,0.3084,H I,b,-- 
18,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.30945,13.43,0.229,69.7,46.695,-6.25,32.316,4,4,4,-131.8188,131.8188,1591.3284413170363,1592.397501970964,5678,5707,0.30943,H I,b,-- 
19,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31091,12.85,17.095,4.0,330.347,26.472,82.98,2,2,2,-39.2921,39.2921,1593.4687691870067,1593.7874311541934,5736,5745,0.31102,H I,none,-- 
20,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31121,13.334,1.912,27.5,74.021,25.35,38.344,3,3,3,-25.3498,25.3498,1593.8959149083828,1594.101503745217,5748,5754,0.31132,H I,c,-- 
21,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31194,14.056,0.478,86.5,52.378,-111.739,46.387,4,4,4,-134.3538,134.3538,1594.3433687457937,1595.4329884456065,5760,5790,0.31145,H I,b,-- 
22,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.3129,8.44,29660326.883,59.6,,81.12,1384227163.804,5,5,5,-81.1193,81.1193,1595.7272159659672,1596.385099757233,5798,5816,0.31326,H I,c,-- 
23,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31364,8.38,239163368405.459,58.4,,79.85,13886.756,6,6,6,-79.8518,79.8518,1596.6300915523382,1597.2776958206618,5823,5840,0.31399,H I,c,-- 
24,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31437,8.41,0.0,90.4,,83.65,,7,7,7,-83.6542,83.6542,1597.4989145613283,1598.1773565874716,5846,5865,0.31474,H I,c,-- 
25,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31563,8.53,,79.9,158.364,135.62,,8,8,8,-135.6213,135.6213,1598.827977898423,1599.9278771211775,5882,5912,0.31623,H I,c,-- 
26,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1215.67,0.31673,8.59,-0.0,48.8,13534.832,97.6,0.0,9,9,9,-97.5966,97.5966,1600.3087451001484,1601.1002610676517,5923,5944,0.31715,H I,c,-- 
27,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1302.1685,0.31428,14.137,0.541,37.561,64.011,20.243,43.551,2,2,2,-69.7119,69.7119,1711.1149421031917,1711.7205386606286,8943,8959,0.31437,O I,c,-- 
28,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1526.707,-0.00016,14.874,0.184,46.225,8.117,-7.346,4.453,2,2,2,-116.6089,116.6089,1525.8729211536408,1527.0605936193192,3894,3926,-0.00018,SiII,b,-- 
29,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1393.7602,-0.00014,13.587,0.061,45.5,8.092,-19.903,5.726,2,2,2,-68.4444,68.4444,1393.2462426423333,1393.8826501174865,279,297,-0.00021,SiIV,b,-- 
30,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1402.7729,-0.00014,13.587,0.0,45.5,0.0,-19.903,0.0,2,2,2,-68.4444,68.4444,1402.2556191556407,1402.896141936749,525,542,-0.00021,SiIV,b,-- 
31,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1393.7602,0.00291,12.669,0.383,4.0,5.967,8.139,7.429,2,2,2,-53.6926,53.6926,1397.5731387200433,1398.0723814922846,397,411,0.00294,SiIV,c,-- 
32,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1402.7729,0.00291,12.669,0.0,4.0,0.0,8.139,0.0,2,2,2,-53.6926,53.6926,1406.6104949505786,1407.112966058177,644,657,0.00294,SiIV,c,-- 
33,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1393.7602,0.00334,12.892,0.216,40.072,27.714,-12.761,18.578,3,3,3,-97.3747,97.3747,1397.9643284593797,1398.8697347011,408,433,0.0033,SiIV,c,-- 
34,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1402.7729,0.00334,12.892,0.0,40.072,0.0,-12.761,0.0,3,3,3,-97.3747,97.3747,1407.0042143042372,1407.9154753227226,654,679,0.0033,SiIV,c,-- 
35,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1548.204,-0.00014,14.284,0.05,54.417,6.849,-6.173,4.987,2,2,2,-101.3991,101.3991,1547.461975253455,1548.5092763981452,4482,4511,-0.00016,C IV,a,-- 
36,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_method1_jwnormaugust2023.fits,1550.781,-0.00014,14.284,0.0,54.417,0.0,-6.173,0.0,2,2,2,-101.3991,101.3991,1550.037740146343,1551.0867845335574,4553,4581,-0.00016,C IV,a,-- 
