specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment|groupfilename
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1393.7602|-0.00014|13.471|0.035|45.5|4.934|-18.759|3.436|2|2|2|-68.4444|68.4444|1393.2462426423333|1393.8826501174865|279|297|-0.0002|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1402.7729|-0.00014|13.471|0.0|45.5|0.0|-18.759|0.0|2|2|2|-68.4444|68.4444|1402.2556191556407|1402.896141936749|525|542|-0.0002|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1393.7602|0.00291|12.731|0.124|20.0|10.033|-3.131|6.007|2|2|2|-53.6926|53.6926|1397.5731387200433|1398.0723814922846|397|411|0.0029|SiIV|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1402.7729|0.00291|12.731|0.0|20.0|0.0|-3.131|0.0|2|2|2|-53.6926|53.6926|1406.6104949505786|1407.1129660581773|644|657|0.0029|SiIV|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1393.7602|0.00334|13.051|0.089|53.3|14.7|-4.44|9.63|3|3|3|-97.3747|97.3747|1397.9643284593797|1398.8697347011|408|433|0.00333|SiIV|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1402.7729|0.00334|13.051|0.0|53.3|0.0|-4.44|0.0|3|3|3|-97.3747|97.3747|1407.0042143042372|1407.9154753227226|654|679|0.00333|SiIV|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31091|12.919|0.236|9.468|11.446|10.055|4.571|2|2|2|-39.2921|39.2921|1593.4687691870067|1593.7874311541934|5736|5745|0.31095|H I|none|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31121|13.102|0.251|7.5|9.598|-14.171|3.57|3|3|3|-25.3498|25.3498|1593.8959149083828|1594.1015037452173|5748|5754|0.31115|H I|c|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31194|14.053|0.298|86.5|26.714|-89.672|9.896|4|4|4|-134.3538|134.3538|1594.3433687457937|1595.4329884456063|5760|5790|0.31155|H I|b|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.3129|12.647|28.809|59.6|1196.897|-81.12|1275.191|5|5|5|-81.1193|81.1193|1595.7272159659672|1596.385099757233|5798|5816|0.31255|H I|c|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31364|15.062|117.483|58.4|2073.783|-79.85|7445.681|6|6|6|-79.8518|79.8518|1596.6300915523382|1597.2776958206618|5823|5840|0.31329|H I|c|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31437|8.41|203879145.724|90.4|870735171.005|-30.098|nan|7|7|7|-83.6542|83.6542|1597.4989145613285|1598.1773565874716|5846|5865|0.31424|H I|c|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31563|8.53|5015881919969.724|79.9|15043990132.572|135.62|nan|8|8|8|-135.6213|135.6213|1598.8279778984227|1599.9278771211777|5882|5912|0.31623|H I|c|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.31673|8.59|-0.0|48.8|17606975150.251|97.6|0.856|9|9|9|-97.5966|97.5966|1600.3087451001484|1601.1002610676517|5923|5944|0.31715|H I|c|--|./component_groups/input_group_10.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1670.7886|-0.00018|14.137|0.209|36.8|4.255|-23.918|1.699|2|2|2|-103.934|103.934|1669.9040569359486|1671.0625366622958|7820|7851|-0.00026|AlII|b|--|./component_groups/input_group_13.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1302.1685|0.31428|14.316|0.08|34.504|9.079|19.011|5.974|2|2|2|-69.7119|69.7119|1711.1149421031917|1711.7205386606286|8943|8959|0.31437|O I|c|--|./component_groups/input_group_14.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1190.4158|0.19946|13.34|0.026|47.0|3.835|-7.168|2.537|2|2|2|-68.4444|68.4444|1427.58433265722|1428.127890662148|1215|1230|0.19943|SiII|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1193.2897|0.19946|13.34|0.0|47.0|0.0|-7.168|0.0|2|2|2|-68.4444|68.4444|1431.030804565291|1431.5756748271215|1309|1324|0.19943|SiII|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1260.4221|0.19946|13.34|0.0|47.0|0.0|-7.168|0.0|2|2|2|-68.4444|68.4444|1511.5381050007165|1512.1136287143997|3503|3519|0.19943|SiII|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1304.3702|0.19946|13.34|0.0|47.0|0.0|-7.168|0.0|2|2|2|-68.4444|68.4444|1564.242058535316|1564.8376494738766|4940|4956|0.19943|SiII|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1206.5|0.20064|13.28|0.025|43.592|3.207|-14.58|2.293|2|2|2|-68.4444|68.4444|1448.2915812540784|1448.8424834959217|1780|1795|0.20058|SiIII|b|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1526.707|-0.00016|14.665|0.02|49.2|2.312|-7.634|1.629|2|2|2|-116.6089|116.6089|1525.8729211536408|1527.0605936193192|3894|3926|-0.00018|SiII|b|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1548.204|-0.00012|14.166|0.022|58.259|3.748|-12.256|2.552|2|2|2|-101.3991|101.3991|1547.5012531889352|1548.548554333625|4484|4512|-0.00016|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1550.781|-0.00012|14.166|0.0|58.259|0.0|-12.256|0.0|2|2|2|-101.3991|101.3991|1550.0770834603127|1551.1261278475274|4554|4582|-0.00016|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1548.204|0.00295|13.101|0.151|8.623|9.335|11.009|4.415|2|2|2|-53.8663|53.8663|1552.4932393652623|1553.0495977318576|4620|4635|0.00299|C IV|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1550.781|0.00295|13.101|0.0|8.623|0.0|11.009|0.0|2|2|2|-53.8663|53.8663|1555.0773788441968|1555.6346632744833|4690|4705|0.00299|C IV|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1548.204|0.0034|13.513|0.079|35.2|9.396|-32.763|6.209|3|3|3|-77.2864|77.2864|1553.0639521884366|1553.8622051826837|4635|4657|0.00329|C IV|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1550.781|0.0034|13.513|0.0|35.2|0.0|-32.763|0.0|3|3|3|-77.2864|77.2864|1555.6490416241888|1556.4486233179914|4706|4727|0.00329|C IV|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.27956|13.339|0.152|28.156|10.733|0.28|7.526|4|4|4|-43.3272|43.3272|1555.342769041706|1555.694155981694|4697|4707|0.27956|H I|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.28|13.892|0.086|60.879|17.185|4.056|7.034|5|5|5|-52.6953|52.6953|1555.8396393641592|1556.2670023190408|4711|4722|0.28001|H I|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.28035|13.373|0.175|14.632|8.551|-3.089|3.955|6|6|6|-24.5911|24.5911|1556.379075324296|1556.5785110455042|4726|4731|0.28033|H I|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.28059|13.453|0.083|20.034|7.613|-6.325|3.745|7|7|7|-24.5911|24.5911|1556.670811810896|1556.870247532104|4733|4739|0.28056|H I|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.28081|13.384|0.136|13.936|7.057|-3.393|3.515|8|8|8|-18.7361|18.7361|1556.9680676554103|1557.1200188741896|4742|4746|0.2808|H I|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.28113|13.521|0.109|36.787|12.165|-23.084|8.122|9|9|9|-50.3533|50.3533|1557.222782581145|1557.631151735055|4749|4760|0.28103|H I|b|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.29978|13.089|0.111|14.624|7.975|18.835|4.449|2|2|2|-53.2345|53.2345|1579.892133997927|1580.3238699064736|5366|5378|0.29987|H I|c|--|./component_groups/input_group_7.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.30399|13.611|0.861|69.5|38.388|2.486|67.462|2|2|2|-77.3168|77.3168|1584.909763410281|1585.5368086327194|5503|5520|0.304|H I|b|--|./component_groups/input_group_8.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.30465|13.657|0.828|85.6|103.24|-41.317|110.265|3|3|3|-70.9793|70.9793|1585.7335860427372|1586.3092336504628|5526|5541|0.30447|H I|c|--|./component_groups/input_group_8.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.30534|12.937|0.442|58.8|58.643|-19.898|45.101|4|4|4|-73.5143|73.5143|1586.5683795202945|1587.1645861739057|5548|5565|0.30526|H I|c|--|./component_groups/input_group_8.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.30808|12.843|0.213|15.529|13.388|4.117|7.027|2|2|2|-27.8847|27.8847|1590.0818408310442|1590.307987902756|5644|5650|0.3081|H I|none|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.30851|13.501|0.09|53.026|14.254|-6.168|7.749|3|3|3|-78.5843|78.5843|1590.4008743827096|1591.0381991280908|5653|5670|0.30849|H I|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1159+5106/J1159+5106_nbin3_jwnorm_meth3.fits|1215.67|0.30945|13.705|0.059|89.7|15.837|-45.946|10.117|4|4|4|-131.8188|131.8188|1591.3284413170363|1592.397501970964|5678|5707|0.30925|H I|b|--|./component_groups/input_group_9.VP
