specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment|groupfilename
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1402.7729|0.00448|13.504|0.0|35.298|0.0|-9.39|0.0|3|3|3|-62.9717|62.9717|1408.7656987572277|1409.3550064057004|702|718|0.00445|SiIV|a|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.4103|14.046|0.027|55.566|4.123|11.26|2.856|2|2|2|-93.2914|93.2914|1446.2595868340795|1446.8979688713562|1724|1742|0.41036|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.4103|14.046|0.0|55.566|0.0|11.26|0.0|2|2|2|-93.2914|93.2914|1714.0843709208846|1714.8409713837154|9024|9044|0.41036|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.41112|13.672|0.049|20.024|2.997|5.983|2.063|3|3|3|-41.9811|41.9811|1447.2704798994318|1447.55775161092|1752|1760|0.41115|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.41112|13.672|0.0|20.024|0.0|5.983|0.0|3|3|3|-41.9811|41.9811|1715.2824656611142|1715.6229356260858|9056|9066|0.41115|H I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.41465|13.712|0.087|62.6|14.588|31.054|11.335|2|2|2|-64.1378|64.1378|1450.8156355397182|1451.2545229337375|1848|1860|0.41479|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.41465|13.712|0.0|62.6|0.0|31.054|0.0|2|2|2|-64.1378|64.1378|1719.4841289937658|1720.004291507834|9171|9185|0.41479|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.41535|14.839|0.029|53.606|4.272|33.416|3.227|3|3|3|-53.6425|53.6425|1451.5688628953162|1451.9359321903917|1869|1879|0.4155|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.41535|14.839|0.0|53.606|0.0|33.416|0.0|3|3|3|-53.6425|53.6425|1720.3768423418635|1720.811887161937|9195|9207|0.4155|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.41584|13.547|0.36|54.0|39.806|44.31|32.536|4|4|4|-44.3134|44.3134|1452.1091195254203|1452.4123508904836|1884|1892|0.41605|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.41584|13.547|0.0|54.0|0.0|44.31|0.0|4|4|4|-44.3134|44.3134|1721.0171460981032|1721.376531196297|9213|9223|0.41605|H I|c|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.41694|13.933|0.376|68.9|23.61|-6.128|36.951|2|2|2|-69.9685|69.9685|1453.1516572077792|1453.6304433935927|1912|1925|0.41692|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.41694|13.933|0.0|68.9|0.0|-6.128|0.0|2|2|2|-69.9685|69.9685|1722.2527455462905|1722.82019548791|9246|9262|0.41692|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1025.7222|0.41769|14.361|0.144|81.9|15.152|-51.338|21.985|3|3|3|-79.2976|79.2976|1453.888906806109|1454.4315309219346|1932|1947|0.41745|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1215.67|0.41769|14.361|0.0|81.9|0.0|-51.338|0.0|3|3|3|-79.2976|79.2976|1723.1265223049504|1723.7696319684499|9270|9288|0.41745|H I|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1526.707|-9e-05|15.004|0.31|27.331|5.007|0.823|1.671|2|2|2|-82.7961|82.7961|1526.1541976213964|1526.997483581864|3902|3925|-8e-05|SiII|a|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1526.707|0.00102|14.155|0.047|44.0|6.142|4.518|4.364|2|2|2|-67.1769|67.1769|1527.916796185855|1528.6009991451454|3950|3968|0.00103|SiII|b|--|./component_groups/input_group_7.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1526.707|0.00454|13.709|0.093|20.0|7.358|-11.392|4.647|2|2|2|-43.1473|43.1473|1533.419695717499|1533.859154971281|4100|4112|0.0045|SiII|c|--|./component_groups/input_group_8.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1548.204|-0.00042|13.985|0.06|34.264|6.485|27.736|4.551|3|3|3|-54.8087|54.8087|1547.2777526731913|1547.8438446232085|4477|4493|-0.00032|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1550.781|-0.00042|13.985|0.0|34.264|0.0|27.736|0.0|3|3|3|-54.8087|54.8087|1549.8532109258756|1550.4202451412243|4548|4563|-0.00032|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1548.204|-3e-05|14.012|0.064|39.0|8.952|6.465|4.749|2|2|2|-38.4827|38.4827|1547.9642846541108|1548.361753426129|4496|4507|-0.0|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1550.781|-3e-05|14.012|0.0|39.0|0.0|6.465|0.0|2|2|2|-38.4827|38.4827|1550.5408856456816|1550.9390160081784|4566|4577|-0.0|C IV|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1548.204|0.00026|13.388|0.153|27.7|14.962|16.652|9.372|4|4|4|-39.6488|39.6488|1548.397890626919|1548.8074034690012|4508|4519|0.00031|C IV|c|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1051+2805/J1051+2805_nbin3_jwnorm.fits|1550.781|0.00026|13.388|0.0|27.7|0.0|16.652|0.0|4|4|4|-39.6488|39.6488|1550.975213359676|1551.3854078397042|4578|4589|0.00031|C IV|c|--|./component_groups/input_group_9.VP
