,specfile,restwave,zsys,col,sigcol,bval,sigbval,vel,sigvel,nflag,bflag,vflag,vlim1,vlim2,wobs1,wobs2,pix1,pix2,z_comp,trans,rely,comment 
0,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1425.03,-0.0014,13.885,0.052,15.263,2.911,-6.408,1.723,2,2,2,-78.5843,78.5843,1422.6666604083302,1423.4137438124696,1054,1074,-0.00142,S I,b,-- 
1,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1560.3092,0.00115,13.858,0.067,70.7,13.578,-7.827,9.543,2,2,2,-119.1439,119.1439,1561.4894158941374,1562.7296160281508,4838,4871,0.00113,C I,c,-- 
2,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1656.9284,0.00115,13.858,0.0,70.7,0.0,-7.827,0.0,2,2,2,-119.1439,119.1439,1658.181698534116,1659.4986957188603,7473,7509,0.00113,C I,c,-- 
3,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1560.3092,0.00252,13.812,0.067,41.6,8.465,6.425,5.89,2,2,2,-105.2015,105.2015,1563.692380317494,1564.7874503496014,4898,4927,0.00254,C I,b,-- 
4,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1656.9284,0.00252,13.812,0.0,41.6,0.0,6.425,0.0,2,2,2,-105.2015,105.2015,1660.5210773682916,1661.6839575437,7537,7568,0.00254,C I,b,-- 
5,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1425.03,0.00223,13.727,0.131,49.378,15.57,3.024,11.4,2,2,2,-60.8394,60.8394,1427.9140777545072,1428.4924643540928,1197,1213,0.00224,S I,b,-- 
6,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1425.03,0.00279,14.519,0.026,85.0,6.611,-10.052,4.539,3,3,3,-116.6089,116.6089,1428.4460599388942,1429.5546347301054,1211,1242,0.00275,S I,b,-- 
7,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1670.7886,-4e-05,13.359,0.031,45.2,4.069,-6.989,2.827,2,2,2,-98.8641,98.8641,1670.172488114826,1671.2744572059182,7800,7830,-6e-05,AlII,b,-- 
8,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1670.7886,0.00039,12.704,0.093,41.5,11.812,-22.454,7.951,3,3,3,-54.502,54.502,1671.133184939286,1671.7406806774025,7826,7842,0.00031,AlII,b,-- 
9,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1526.707,-3e-05,14.643,0.018,53.671,2.506,0.58,1.68,2,2,2,-87.4567,87.4567,1526.208569629807,1527.099324233693,3876,3900,-3e-05,SiII,b,-- 
10,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1526.707,0.0004,13.784,0.058,20.0,4.533,-2.758,2.892,3,3,3,-34.2222,34.2222,1527.138061184402,1527.486617466598,3901,3911,0.00039,SiII,b,-- 
11,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1393.7602,-0.00017,13.365,0.123,41.9,10.818,38.736,10.086,2,2,2,-87.4567,87.4567,1393.1166115058802,1393.9297985253036,248,271,-4e-05,SiIV,b,-- 
12,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1402.7729,-0.00017,13.365,0.0,41.9,0.0,38.736,0.0,2,2,2,-87.4567,87.4567,1402.1251497641251,1402.9435952280428,494,516,-4e-05,SiIV,b,-- 
13,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1393.7602,0.00033,12.877,0.373,39.2,27.775,-34.305,26.794,3,3,3,-72.2468,72.2468,1393.8826566287112,1394.5544194548288,269,288,0.00021,SiIV,c,-- 
14,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1402.7729,0.00033,12.877,0.0,39.2,0.0,-34.305,0.0,3,3,3,-72.2468,72.2468,1402.8961484900783,1403.5722552462514,515,533,0.00021,SiIV,c,-- 
15,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1425.03,-0.00237,13.632,0.069,20.0,5.302,-7.835,3.381,2,2,2,-82.3867,82.3867,1421.26255919528,1422.04579116772,1016,1037,-0.0024,S I,c,-- 
16,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1548.204,4e-05,13.954,0.029,44.1,3.845,-1.221,2.681,2,2,2,-60.8394,60.8394,1547.9463503765282,1548.574730443632,4468,4486,3e-05,C IV,a,-- 
17,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1550.781,4e-05,13.954,0.0,44.1,0.0,-1.221,0.0,2,2,2,-60.8394,60.8394,1550.5229215163265,1551.1523475279137,4539,4556,3e-05,C IV,a,-- 
18,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1548.204,0.00047,13.482,0.068,20.0,5.285,-1.909,3.358,3,3,3,-40.5596,40.5596,1548.718743362712,1549.1376634074477,4489,4501,0.00046,C IV,b,-- 
19,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1550.781,0.00047,13.482,0.0,20.0,0.0,-1.909,0.0,3,3,3,-40.5596,40.5596,1551.2966001578409,1551.716217498899,4560,4571,0.00046,C IV,b,-- 
20,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1548.204,0.00223,13.403,0.099,35.7,11.549,2.357,7.816,4,4,4,-50.6995,50.6995,1551.3897311212804,1551.9133811771997,4562,4577,0.00223,C IV,b,-- 
21,/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits,1550.781,0.00223,13.403,0.0,35.7,0.0,2.357,0.0,4,4,4,-50.6995,50.6995,1553.9720338004488,1554.4965554767712,4633,4647,0.00223,C IV,b,-- 
