specfile|restwave|zsys|col|sigcol|bval|sigbval|vel|sigvel|nflag|bflag|vflag|vlim1|vlim2|wobs1|wobs2|pix1|pix2|z_comp|trans|rely|comment|groupfilename
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1393.7602|-0.00017|13.365|0.123|41.9|10.818|38.736|10.086|2|2|2|-87.4567|87.4567|1393.1166115058802|1393.9297985253036|248|271|-4e-05|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1402.7729|-0.00017|13.365|0.0|41.9|0.0|38.736|0.0|2|2|2|-87.4567|87.4567|1402.1251497641251|1402.9435952280428|494|516|-4e-05|SiIV|b|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1393.7602|0.00033|12.877|0.373|39.2|27.775|-34.305|26.794|3|3|3|-72.2468|72.2468|1393.8826566287112|1394.5544194548288|269|288|0.00021|SiIV|c|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1402.7729|0.00033|12.877|0.0|39.2|0.0|-34.305|0.0|3|3|3|-72.2468|72.2468|1402.8961484900785|1403.5722552462514|515|533|0.00021|SiIV|c|--|./component_groups/input_group_0.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1425.03|-0.00237|13.632|0.069|20.0|5.302|-7.835|3.381|2|2|2|-82.3867|82.3867|1421.26255919528|1422.04579116772|1016|1037|-0.0024|S I|c|--|./component_groups/input_group_1.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1425.03|-0.0014|13.885|0.052|15.263|2.911|-6.408|1.723|2|2|2|-78.5843|78.5843|1422.6666604083302|1423.4137438124696|1054|1074|-0.00142|S I|b|--|./component_groups/input_group_2.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1425.03|0.00223|13.724|0.131|48.911|15.453|-1.196|11.274|2|2|2|-60.8394|60.8394|1427.9140777545072|1428.4924643540928|1197|1213|0.00222|S I|b|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1425.03|0.00279|14.519|0.026|85.0|6.629|-14.166|4.497|3|3|3|-116.6089|116.6089|1428.4460599388942|1429.5546347301054|1211|1242|0.00274|S I|b|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1425.03|0.00335|12.59|0.544|8.272|34.891|12.859|16.011|4|4|4|-64.6419|64.6419|1429.4961976826182|1430.1107338011818|1240|1257|0.00339|S I|c|--|./component_groups/input_group_3.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1526.707|-3e-05|14.643|0.018|53.671|2.506|0.58|1.68|2|2|2|-87.4567|87.4567|1526.208569629807|1527.099324233693|3876|3900|-3e-05|SiII|b|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1526.707|0.0004|13.784|0.058|20.0|4.533|-2.758|2.892|3|3|3|-34.2222|34.2222|1527.138061184402|1527.4866174665979|3901|3911|0.00039|SiII|b|--|./component_groups/input_group_4.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1548.204|-0.0014|12.942|0.21|20.0|17.349|-18.795|10.725|3|3|3|-83.6542|83.6542|1545.5971180416798|1546.4611408921598|4404|4428|-0.00147|C IV|c|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1550.781|-0.0014|12.942|0.0|20.0|0.0|-18.795|0.0|3|3|3|-83.6542|83.6542|1548.1697788623426|1549.035239886917|4475|4498|-0.00147|C IV|c|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1548.204|-3e-05|13.922|0.05|47.2|7.278|11.108|5.141|2|2|2|-77.3168|77.3168|1547.7630853040353|1548.5616522848445|4463|4485|1e-05|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1550.781|-3e-05|13.922|0.0|47.2|0.0|11.108|0.0|2|2|2|-77.3168|77.3168|1550.339351397411|1551.139247600409|4534|4555|1e-05|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1548.204|0.0003|13.18|0.252|20.0|15.225|-9.666|8.711|4|4|4|-32.9547|32.9547|1548.4961847273196|1548.8365575218802|4483|4493|0.00027|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1550.781|0.0003|13.18|0.0|20.0|0.0|-9.666|0.0|4|4|4|-32.9547|32.9547|1551.0736710715237|1551.414610419776|4554|4563|0.00027|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1548.204|0.00061|13.576|0.059|22.341|5.421|-35.333|3.208|5|5|5|-50.6995|50.6995|1548.8889326821204|1549.4125827380399|4494|4508|0.00049|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1550.781|0.00061|13.576|0.0|22.341|0.0|-35.333|0.0|5|5|5|-50.6995|50.6995|1551.467072758959|1551.991594435281|4564|4579|0.00049|C IV|b|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1548.204|0.00102|13.331|0.106|41.2|13.982|-16.184|9.491|6|6|6|-91.2592|91.2592|1549.3093589407267|1550.2519300742329|4506|4531|0.00096|C IV|c|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1550.781|0.00102|13.331|0.0|41.2|0.0|-16.184|0.0|6|6|6|-91.2592|91.2592|1551.8881988209946|1552.832338872945|4576|4602|0.00096|C IV|c|--|./component_groups/input_group_5.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1560.3092|0.00115|13.858|0.067|70.7|13.578|-7.827|9.543|2|2|2|-119.1439|119.1439|1561.4894158941374|1562.7296160281508|4838|4871|0.00113|C I|c|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1656.9284|0.00115|13.858|0.0|70.7|0.0|-7.827|0.0|2|2|2|-119.1439|119.1439|1658.181698534116|1659.4986957188603|7473|7509|0.00113|C I|c|--|./component_groups/input_group_6.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1560.3092|0.00252|13.812|0.067|41.6|8.465|6.425|5.89|2|2|2|-105.2015|105.2015|1563.692380317494|1564.7874503496014|4898|4927|0.00254|C I|b|--|./component_groups/input_group_7.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1656.9284|0.00252|13.812|0.0|41.6|0.0|6.425|0.0|2|2|2|-105.2015|105.2015|1660.5210773682916|1661.6839575437|7537|7568|0.00254|C I|b|--|./component_groups/input_group_7.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1670.7886|-4e-05|13.359|0.031|45.2|4.069|-6.989|2.827|2|2|2|-98.8641|98.8641|1670.172488114826|1671.2744572059182|7800|7830|-6e-05|AlII|b|--|./component_groups/input_group_9.VP
/Users/samgarza/Dropbox/COS-HolesHSTdata/J1101+1429/J1101+1429_nbin3_jwnorm.fits|1670.7886|0.00039|12.704|0.093|41.5|11.812|-22.454|7.951|3|3|3|-54.502|54.502|1671.133184939286|1671.7406806774025|7826|7842|0.00031|AlII|b|--|./component_groups/input_group_9.VP
